"","cohort1 C1D01 log2fc","cohort1 C1D08 log2fc","cohort1 C1D15 log2fc","cohort1 C1D22 log2fc","cohort1 C2D01 log2fc","cohort1 C2D08 log2fc","cohort1 C2D15 log2fc","cohort1 C3D01 log2fc","cohort1 C4D01 log2fc","cohort1 FUW04 log2fc","cohort1 FUW12 log2fc","cohort1 C1D01 p.value","cohort1 C1D08 p.value","cohort1 C1D15 p.value","cohort1 C1D22 p.value","cohort1 C2D01 p.value","cohort1 C2D08 p.value","cohort1 C2D15 p.value","cohort1 C3D01 p.value","cohort1 C4D01 p.value","cohort1 FUW04 p.value","cohort1 FUW12 p.value","cohort1 C1D01 BH.FDR","cohort1 C1D08 BH.FDR","cohort1 C1D15 BH.FDR","cohort1 C1D22 BH.FDR","cohort1 C2D01 BH.FDR","cohort1 C2D08 BH.FDR","cohort1 C2D15 BH.FDR","cohort1 C3D01 BH.FDR","cohort1 C4D01 BH.FDR","cohort1 FUW04 BH.FDR","cohort1 FUW12 BH.FDR","cohort2 C1D08 log2fc","cohort2 C1D15 log2fc","cohort2 C1D22 log2fc","cohort2 C2D01 log2fc","cohort2 C2D08 log2fc","cohort2 C2D15 log2fc","cohort2 C3D01 log2fc","cohort2 C4D01 log2fc","cohort2 FUW04 log2fc","cohort2 FUW12 log2fc","cohort2 C1D08 p.value","cohort2 C1D15 p.value","cohort2 C1D22 p.value","cohort2 C2D01 p.value","cohort2 C2D08 p.value","cohort2 C2D15 p.value","cohort2 C3D01 p.value","cohort2 C4D01 p.value","cohort2 FUW04 p.value","cohort2 FUW12 p.value","cohort2 C1D08 BH.FDR","cohort2 C1D15 BH.FDR","cohort2 C1D22 BH.FDR","cohort2 C2D01 BH.FDR","cohort2 C2D08 BH.FDR","cohort2 C2D15 BH.FDR","cohort2 C3D01 BH.FDR","cohort2 C4D01 BH.FDR","cohort2 FUW04 BH.FDR","cohort2 FUW12 BH.FDR"
"LY96",0.53470117969549,0.693604527175171,0.68040774941338,0.251020298022432,0.512558074064379,0.940412346294247,0.525499015947143,0.111868265983157,-0.0454745576292479,0.0469611874114567,0.277873415645726,0.00980045525908507,0.000267940895515652,0.0080039433787594,0.0910758233536128,0.0805631161214669,0.00277776927679282,0.120591494914105,0.522823122689868,0.857473244350801,0.86085086474465,0.267296879106388,0.0271914591992262,0.00137781146359469,0.0313704014840894,0.482883270041671,0.157197346390355,0.00919425386353647,0.262961891521049,0.961712447162925,0.972604922450007,0.939024022066856,0.657782754670502,-0.030137416634411,-0.00375604975573974,0.223785750380005,-0.123936343793553,0.241452713771758,0.130201720811874,0.116307262988288,0.492564034171378,0.652269337258674,0.569954240706742,0.864265995917221,0.989209873455265,0.297589929314607,0.623371217061957,0.330281436577094,0.324326562276772,0.704184434210949,0.0484626057979752,0.0248640970946573,0.0482513019496159,0.990598509938909,0.996770221225998,0.835609065321038,0.985597039484581,0.936677785878165,0.831084532616379,0.976462085782201,0.999422392379728,0.855921200397625,0.479126963218993
"PRG2",0.78725714248621,0.801805536295997,0.876933838064144,0.184921756921054,0.68980201154536,0.704470923891156,1.11538902936018,0.212956120518757,-0.120867445319396,0.0999702743856224,-0.571897822718894,0.00479330174483584,0.0250991670368561,0.0161573653546977,0.523348763178057,0.0294027073902385,0.0519491664039015,0.00505540028801473,0.545390994568541,0.756318797393144,0.711673600274728,0.0336899692597938,0.0156239256652083,0.0438460757495696,0.048056002996332,0.794143163428365,0.0720429973284631,0.0880336173191863,0.0399399168945992,0.961712447162925,0.968736319081343,0.889425593192359,0.298658119931902,-0.561754443382621,0.0382188974986349,0.036593431896755,-0.153133136191909,-0.192473233166006,0.0849451692478421,0.0607088019432385,-0.341442370615747,-0.203119378052602,-0.143714076917908,0.111232137881461,0.902402602703562,0.862927622624533,0.482095086836845,0.503313583712665,0.722386210475465,0.868024490583443,0.398433369049041,0.655841097723959,0.76467972125575,0.829332058865982,0.969696649124639,0.972324260805229,0.985597039484581,0.964187665358425,0.954285039426762,0.999874676446854,0.999422392379728,0.951009965507351,0.928774082040245
"AXL",0.407915125641649,0.4868965157825,0.451783948449325,-0.0847536169889585,0.405367012077357,0.750005160425579,0.605862714825296,-0.306871947427789,0.109474155886698,-0.417259885489968,-0.12082358346977,0.0142236258633784,0.00356643498491061,0.0752555796173728,0.499511671501591,0.0407999910428312,0.00773896051868411,0.0706044835090891,0.221323804710098,0.609310138700659,0.0379952613122574,0.452487720304192,0.0364279286817744,0.00901161697080093,0.148932370851164,0.768270668668207,0.0916380751200097,0.0197308633043928,0.189866256641483,0.959451781224681,0.924583213148989,0.480031639439955,0.778443920036999,0.0817386270351972,0.25726317363904,0.224892481334382,0.304219875886697,0.184107504913505,0.277831696492694,0.0804607108687356,0.300551337238666,0.179254984312272,0.436755495865489,0.678265430238878,0.209789998777761,0.154918073873045,0.0492535747379317,0.360105889479327,0.186952837634373,0.708406386315791,0.166628398213405,0.373644719704665,0.0853116790775163,0.922832292103859,0.633423946538288,0.835609065321038,0.985597039484581,0.948722476362504,0.773568032233672,0.976462085782201,0.999422392379728,0.923506163112841,0.512177538895592
"USP9Y",-0.385926584442771,-0.852964293398674,-0.280730289134548,-0.431172095210396,-0.446522169520808,-0.819144079468233,-0.55286106663265,-0.0511533391806581,-0.0715624519090914,0.176588783884057,-0.473383630127109,0.0944591687346953,6.48579700309651e-05,0.141294433618897,0.18362178551301,0.114743590222395,0.00245446858412982,0.0496714665579807,0.785540242296461,0.710474973776609,0.390967920715203,0.0384652617491919,0.157131663117869,0.000524423014821803,0.237307565069126,0.524898639395776,0.202320473725469,0.00841957102192411,0.149542819530942,0.986546483441693,0.962094539738596,0.807619865418996,0.298658119931902,0.187499714486781,-0.0284604551574003,0.0370046624548859,-0.074077678597803,0.0658934064490172,-0.243319057616539,-0.0533729237264717,-0.199006978859581,-0.177021079867297,0.0253274313400195,0.275660697689431,0.839623945860245,0.640944347370527,0.480335741047131,0.523052826989818,0.163133643554968,0.676969129293027,0.00176659090703648,0.138214353768237,0.778373184544223,0.829332058865982,0.958119260800199,0.923090332345339,0.985597039484581,0.964187665358425,0.773568032233672,0.976462085782201,0.999422392379728,0.855921200397625,0.935369899048897
"IL1R1",0.788707135168468,1.49685311179683,1.58098629245632,0.555804851235577,1.04877015247707,1.36326348220381,1.39203261254844,0.0761303688984817,-0.194794609458957,-0.519433097310419,-1.03191399668662,0.00804313323768396,0.00255096322758828,0.000490565932178816,0.100626729926238,0.00831015988225793,0.00980549094980109,0.00699391418428605,0.795997503234486,0.651531776826221,0.12884579638282,0.0712784604898544,0.0237104865235892,0.00707767248438709,0.00590766633219595,0.482883270041671,0.0348411147656147,0.0242354055789843,0.0480102341026396,0.994567917304908,0.950430375473301,0.56138943621495,0.407511198356137,-0.0178642039928032,0.767730532283222,0.440438966945197,0.430420769529099,0.632718527493069,0.532722660574828,0.0910749364623022,-0.247057120913376,-0.393988531402512,-0.340601949268679,0.97285800478778,0.12803334919922,0.28358985482297,0.40977997570495,0.288323365585873,0.188025829699089,0.896811571341414,0.713300174857121,0.455538115875983,0.592959353806758,0.997011108060841,0.543101140213548,0.835609065321038,0.985597039484581,0.933345290290352,0.773568032233672,0.999874676446854,0.999422392379728,0.925504671078065,0.837932783380164
"CD96",-1.01166238220229,-1.63209892097966,-0.713207459222665,-0.34826777020067,-0.903031313968638,-1.42009266826002,-0.44926757525288,0.123942085287385,0.027388958565888,0.109361554250953,0.0302807957190886,2.05257433768601e-05,5.4225934430513e-05,0.01024851738287,0.108261922071303,0.000382155603188177,6.19204172491093e-05,0.0169238709468229,0.477003049631301,0.861165729491771,0.570125706455992,0.906999701898336,0.000387252358376761,0.000465028467995005,0.0367130432829393,0.482883270041671,0.00636176680601494,0.000778821248066574,0.075948883554545,0.961712447162925,0.974323447142603,0.858221143228966,0.969914388774128,0.130564271376639,-0.343828785086305,-0.338046423569531,-0.206489820906242,0.0791334791368332,-0.274341308883991,-0.384341781087358,-0.179507911671944,0.0297437184971707,-0.0805297010905364,0.493635340568783,0.0200898626247057,0.036305061215207,0.165360963310744,0.661081467814705,0.0945590258423313,0.0106497933242343,0.284848312201739,0.886197956474049,0.462634253971329,0.853667135406807,0.373245874658575,0.827091246397003,0.985597039484581,0.969910531343762,0.728961031233773,0.861111860216659,0.999422392379728,0.959059356337116,0.776436147375604
"CCL2",1.10717677441546,1.66613150588081,2.18114440839066,1.28561914096734,1.17713319114109,1.34250913927114,3.06527777518111,0.484560458656798,0.38918554974439,-0.515701431686858,-0.745107828180653,0.0439198860283992,0.118615582500307,0.00765300057303132,0.0652272952602739,0.0718889128834015,0.155526554289629,0.000160193051911901,0.355566771755192,0.498059866632616,0.431498839615123,0.222844931767366,0.0857195016968067,0.161774505289575,0.03050421355166,0.454292643224558,0.145227611180628,0.221175954090276,0.0100586420952726,0.959451781224681,0.875563847312006,0.828834241931346,0.59777360843758,-0.62777614343542,0.696954232661263,0.575930276015308,0.145636048492106,0.846486350368014,0.734933340896667,0.0299476836888369,-0.633993182610089,-0.849593407892321,-0.529771878241952,0.393700301800298,0.199175779059131,0.315670068333181,0.79053202422419,0.144113127145731,0.166568600653453,0.973440541022525,0.456452592239533,0.340528697107368,0.535328640439022,0.851663772031153,0.626687919388298,0.835609065321038,0.985597039484581,0.872198138865918,0.773568032233672,0.999874676446854,0.999422392379728,0.91223034798254,0.799461769098908
"GZMK",-0.718110511644274,-1.32041487622252,-0.673504782466828,-0.292651405281069,-1.08725912010314,-1.02031291012528,-0.251297971479158,0.137544288382008,0.125634283412146,0.351428501171488,0.589919714388719,0.0392018204922215,0.001012317866758,0.00309324053140333,0.396534987123604,0.000944169564001794,0.0144486937413576,0.447213869836244,0.669460608095747,0.624479884157328,0.317107168792214,0.0644772042542972,0.0792436799949906,0.0035588317551865,0.0181384395686545,0.692712354049259,0.0110813841244107,0.0323239551684127,0.624995185993368,0.961712447162925,0.935616901877149,0.732582275658748,0.392409651698196,-0.373776079842112,-0.67729310986359,-0.564216682883033,-0.531578660572347,-0.423879309857043,-0.698413940678752,-0.828732983072642,-0.519554431866756,0.0708776126107505,0.0382979323270507,0.249444907336067,0.0604593938784494,0.0457603815316091,0.0280265193240629,0.139475550485383,0.0284270675796613,0.00418313072304487,0.0858042311468895,0.861373607984947,0.88860004900985,0.829332058865982,0.457275604243889,0.827091246397003,0.985597039484581,0.872198138865918,0.663003192584927,0.789217329747798,0.999422392379728,0.954291506392401,0.967070544488417
"CD46",0.0124646069312784,0.0412609367020133,-0.0163214950167839,0.0941789643359603,-0.0580857878731853,-0.0148009900279665,0.131095156016768,0.0500584116802849,0.190212589290109,0.155985485431303,0.34014402798131,0.928769390707052,0.629505835340666,0.914102078385774,0.572674681416657,0.779432398230429,0.928277197724223,0.406530013260075,0.780092466027294,0.103198484942564,0.404407488430987,0.0615960020951221,0.945473876151423,0.682567629890454,0.932722570454172,0.828986878981658,0.833948463891158,0.939901420235976,0.582521487354943,0.986546483441693,0.671383246867717,0.815509691155198,0.387013991701971,-0.00816083832872749,0.188901334574386,0.106670413574102,0.0289581928438953,0.0758403723108962,0.0435081475970747,0.00861050912870938,0.0803996878731675,0.0635329012482884,0.228465575781158,0.961985504828878,0.166453816893729,0.387634711356375,0.818393954520564,0.479112774300407,0.786947761985771,0.939173526803629,0.570306574544402,0.732195798625099,0.0882296472907112,0.997011108060841,0.573839340980551,0.850641391643154,0.985597039484581,0.964187665358425,0.971967707071112,0.999874676446854,0.999422392379728,0.951009965507351,0.512177538895592
"IGF2R",-0.0186152465686116,-0.0510947156835146,0.333133639469529,0.132760757861459,0.148748715593165,0.135120368419807,0.246349247571234,0.086287904761362,-0.0858395554167202,0.0659006211599217,0.0588561081450839,0.909451091892722,0.699046303256898,0.0140925119301655,0.286271628583511,0.273170604565455,0.276188514001085,0.167827239902593,0.586541098613275,0.707875867308939,0.605417038084129,0.748303813680039,0.929150393522168,0.739551789987672,0.0448110210813126,0.622618019841374,0.384613338766287,0.347383775388031,0.329823073091855,0.961712447162925,0.962094539738596,0.865134038813044,0.906937812725701,-0.140954834960698,0.0743625670253659,0.0093572806131162,0.0944014122940506,-0.0764283385152707,0.0258537915787151,0.118796467811043,0.0968320111762639,0.187078530756643,0.154488874524417,0.370778783681923,0.704401956478545,0.948392427254174,0.571503835811658,0.418232475017161,0.781876937274848,0.348502871441809,0.483024016717916,0.369680920727872,0.387117719635388,0.851663772031153,0.913442897947622,0.976668746343485,0.985597039484581,0.964187665358425,0.971967707071112,0.976462085782201,0.999422392379728,0.923506163112841,0.762418726513121
"CYBB",1.06610677766877,0.955934566585585,0.794246306799648,0.316493207568477,0.609371443930018,1.23802646643908,0.817132346016507,0.0371296271536134,-0.0362136476759454,-0.0196009398365801,0.214931362414083,1.50895773295305e-05,9.61008404960358e-05,0.014989477943521,0.346493297675113,0.00305453414818332,0.000348104779358755,0.0169466646118707,0.881629082370073,0.871140000600587,0.956043150737261,0.451714550038445,0.000350863017798899,0.00067151945334267,0.0463608989947151,0.669335175713699,0.0190488660167541,0.00243243586564265,0.075948883554545,0.994567917304908,0.97455468302151,0.980624388400518,0.778443920036999,-0.823767681985807,-0.104719214553307,0.142413496027532,-0.148086677811996,-0.308950350329956,0.0777542984690538,-0.126638554868321,0.0293006156658091,-0.361922543761228,0.26342759554158,0.0300456835277989,0.726112342111489,0.400859835581663,0.544224314476932,0.237673653755786,0.766384530017104,0.67273133556792,0.912163953805212,0.30246811515569,0.239349359256202,0.829332058865982,0.92354963064068,0.852957394508351,0.985597039484581,0.915124408338604,0.968244741048395,0.976462085782201,0.999422392379728,0.909833838557207,0.664359860652414
"PRKCD",0.439064535059246,0.477126570037049,0.641155357115028,0.415421115970105,0.638634838217108,0.625235699888547,0.713625120079074,0.287451430512376,0.284030445097752,0.281301925794335,0.210331221190233,0.0150750478877938,0.000690888486485784,0.0146205477543424,0.0306872837012419,0.0118421817988438,0.00810835540456721,0.0396195324324861,0.25455671748525,0.247380692649123,0.128299519193002,0.273499376353027,0.037797842510564,0.00273943381329712,0.0457957231272067,0.380075593997623,0.0427721539331785,0.0204880766026118,0.1282622139651,0.959451781224681,0.78445723884069,0.56138943621495,0.66560492239126,-0.212627045827052,-0.0706461128094093,-0.0720041338932101,-0.14300999249132,-0.116073323933628,-0.227051836666665,-0.013958230007596,-0.00493817137281392,0.129618344600381,0.277555056742598,0.438101971920881,0.644092227803658,0.729640674037958,0.457470309577062,0.500804646345991,0.0723239256028874,0.930575798317724,0.979038505155996,0.656640753829448,0.273823783879353,0.851663772031153,0.900055186337753,0.945518334296455,0.985597039484581,0.964187665358425,0.695522806803148,0.999874676446854,0.999422392379728,0.951009965507351,0.695183716926504
"IL15RA",0.0864556857263751,0.518314225692538,0.408020922533662,0.171848723320248,-0.117442359008815,0.109781879795429,0.744258444402043,0.101950991872926,0.243301179688591,-0.0324838151470705,0.141080727334522,0.522949412001623,0.0099704575600145,0.0375987976853677,0.402980452990476,0.584166380769941,0.644219572813014,0.108365353007133,0.617958157149673,0.348104028066989,0.914829661506913,0.416373741262484,0.610287355036946,0.0203728482995242,0.0885532823381062,0.694227879479403,0.678928483605312,0.706643950023578,0.248318987052781,0.961712447162925,0.81858849729906,0.962207688822162,0.75921911288301,-0.18744502768232,0.259930124423196,-0.0274179473215216,-0.142654144790635,0.0444594917703099,0.186329272613408,-0.0673870740867685,0.150761524306198,0.320049066554623,0.444213197584976,0.14908204227679,0.100082028319834,0.869315742632648,0.300234384379376,0.804153844325545,0.111083317671073,0.715977091005596,0.291970659923723,0.259447602563563,0.0905503626994416,0.829332058865982,0.505771678830592,0.972324260805229,0.985597039484581,0.980338618042941,0.728961031233773,0.976462085782201,0.999422392379728,0.86556571027551,0.512177538895592
"CCR3",0.100975798506319,-0.359803457134817,0.00815349171531186,0.108751491804042,0.294475169924533,-0.168065240427689,0.36732829633035,0.302306228040477,0.163238981574247,0.0466939163454567,-0.0180137447230073,0.61342550701094,0.346581735649537,0.983104588269685,0.67361618730014,0.14831952234521,0.551311964115867,0.254898320180572,0.250821031286175,0.538437678381962,0.805281763305526,0.960565486211674,0.697186419614843,0.413850764509785,0.983104588269685,0.896422770514443,0.244748832791222,0.622839464450261,0.442553525221484,0.959451781224681,0.889489914668454,0.912315510268512,0.988054541019438,-0.766995953382042,0.0109083664922964,-0.278805737291275,-0.0820143341613261,0.105778221165243,0.118405680926268,0.0137941388069671,-0.0286169002626695,0.0798385022591561,0.444623806342628,0.118001806509313,0.976443108828843,0.394399411440714,0.777908956936409,0.728445371903591,0.656909297085909,0.954540079912369,0.945406650167416,0.691854420522545,0.267032063811678,0.829332058865982,0.990442293184812,0.850641391643154,0.985597039484581,0.973051192733901,0.944657957496635,0.999874676446854,0.999422392379728,0.951009965507351,0.683892072929455
"IL8",0.59866795189609,0.622194123602831,1.28012015243959,0.4530831096523,0.983689259175535,0.931901997533974,1.40185201840678,0.646521298138096,0.290477628082213,0.252930673111987,0.330984678275904,0.022147591594696,0.116768278782598,0.00699817837284862,0.192776713616364,0.000192785119332873,0.00698494526411419,0.00179575326908294,0.176181502072864,0.448734601424224,0.485320657795962,0.334698778451667,0.0513200668443656,0.16041467424988,0.0289121821827177,0.537495664565824,0.00481109095195866,0.0185609343637964,0.0247901548853888,0.936246853326614,0.859276825459641,0.833116287096921,0.704236091463359,-0.665467864052221,0.580800292186286,0.135664703567178,0.107902364672952,0.44822812315372,0.201929719238228,-0.0294482603250085,-0.312678750172444,-0.0807354721332088,0.300747284920684,0.323485902382967,0.0903897903039854,0.628232354087005,0.712396695056622,0.146965612685258,0.541917945304194,0.948638696162583,0.559609842330663,0.827517959660911,0.657869109558163,0.851663772031153,0.500110512657439,0.923090332345339,0.985597039484581,0.872198138865918,0.895764777862619,0.999874676446854,0.999422392379728,0.954291506392401,0.865939339557954
"AIRE",-0.545324059944051,-0.489223502526608,-0.398152737977391,-0.303564849522984,-0.305053315204543,-0.343214823215851,-0.00935501437658748,0.00392866202167128,-0.828876450752055,-0.144709522809404,-0.1931396121915,0.122029458073692,0.0970263630564173,0.0925593711042872,0.380484734177264,0.468454833603837,0.256755311969201,0.983633532623591,0.991657805525391,0.13104426413956,0.546381864193233,0.677672274890846,0.193469673024397,0.136949928902574,0.172410255600266,0.685841909376852,0.57640312134733,0.328492425806476,0.990634483033723,0.999023509729966,0.713183206759531,0.846307064711294,0.86975625303451,0.265656167236742,0.150977159485496,-0.0958226810998709,0.378795523429953,0.508999629374678,0.613088381893544,0.397767811589155,0.354242148242595,0.100541078299434,0.124055574678749,0.416579879298812,0.626681819001759,0.754006538741282,0.365718369376832,0.107735093707503,0.089839723815133,0.198638753152955,0.236163292233361,0.776514263772056,0.823909396469432,0.851663772031153,0.895347183190464,0.945518334296455,0.985597039484581,0.871115186263522,0.728961031233773,0.976462085782201,0.999422392379728,0.953715103603339,0.943981659718315
"SLAMF6",-0.689854985609673,-1.04512027531605,-0.588154289540163,-0.211546332527041,-0.655456166539052,-0.73798137405862,-0.313943334647687,-0.143216474926529,-0.337519311072866,-0.15012479414076,-0.095938146366772,0.0495941866276458,0.0428842273242218,0.0281342498547253,0.538360822609454,0.137175317158493,0.0246800957058559,0.221993707069832,0.588032126101382,0.434953460761921,0.724827243274496,0.846051062632142,0.0941956699035152,0.0686268705199749,0.0714347219128779,0.803990041152905,0.230389405079249,0.0481687385155671,0.391428156391043,0.961712447162925,0.859276825459641,0.889425593192359,0.947886295573245,-0.458080732149239,-0.0568620664383334,-0.221383958137376,-0.104377279114901,-0.235843031718156,0.070177070317288,-0.0690648416845334,-0.0647879257777077,-0.219779845198775,-0.0406115907510389,0.121356021895354,0.872457699195325,0.421691967233389,0.679482922886176,0.506371617756612,0.70158005191792,0.742122318046472,0.85334999468428,0.588667498524884,0.871578117219064,0.829332058865982,0.965364093846796,0.855815409175294,0.985597039484581,0.964187665358425,0.954285039426762,0.98919956366922,0.999422392379728,0.942558784489295,0.963409817419677
"TNFRSF13C",-0.500465298766607,-1.13945820957819,-0.50267600203348,-0.338605006653816,-0.789733126619195,-1.32370353810381,-0.342751965955215,-0.0995994759436258,0.38019287274935,0.22248356389589,0.13857047738755,0.0125658196600599,0.00156563267107422,0.0782374606418105,0.0683394651840885,0.00537176176800173,0.00258359710969367,0.164750675394715,0.689044022946496,0.0144967560319973,0.237113987228385,0.561690044151595,0.0326250180164857,0.00472086123411587,0.15113448028418,0.454292643224558,0.026670325970956,0.00875638301848274,0.324908997468323,0.967739248108478,0.531991257862402,0.637836485990126,0.842822457326775,-0.0796853726153267,0.332676757379385,0.092342753148032,0.151821383675315,0.0149811224340569,0.227933424054365,0.0922073910554576,0.150008504918742,0.117574540502992,0.231015877699555,0.759507481708701,0.0228807641699155,0.515161524532849,0.435565193331298,0.905269373292654,0.0685135368344077,0.60091838335654,0.300552325088816,0.544900317119148,0.274272121571462,0.945663493243375,0.373245874658575,0.919815214150134,0.985597039484581,0.980338618042941,0.695522806803148,0.976462085782201,0.999422392379728,0.925504671078065,0.695183716926504
"MAP3K7",-0.0534791576677585,0.0779107920492316,-0.0607997336352363,0.0149156160555072,-0.0649758605583334,0.103602197142592,0.0928741250231306,-0.0658438167717703,0.0764950425086424,-0.033261847258929,0.0508391677591172,0.488643375834588,0.363628126359443,0.705018980969637,0.855662989657203,0.643648489563309,0.335126618118499,0.321424361809953,0.555202725503106,0.404629930676491,0.684274241614319,0.63287074456779,0.581033930089027,0.430572216567876,0.776343858421819,0.960923119337255,0.728610090185666,0.407917560978647,0.517156011228377,0.961712447162925,0.845234133368697,0.880225501712965,0.852868670060402,-0.218843535249622,-0.00572045816437255,-0.00429620364734085,-0.0876899452173014,-0.0412830934133002,0.0176202850896245,-0.08934377230944,-0.0734922575793378,-0.110034415986138,-0.109805162995751,0.0951935514740139,0.953623887275647,0.952211401125735,0.231756052639228,0.514288455989729,0.835796017670514,0.388571598962942,0.471592034675367,0.0617841196345441,0.368469520856776,0.829332058865982,0.980570621520497,0.976668746343485,0.985597039484581,0.964187665358425,0.978313756046288,0.976462085782201,0.999422392379728,0.855921200397625,0.756906731024548
"TNFSF12",0.373752578000131,0.113811967180495,0.16530240499972,-0.0396765148050053,0.0107911604521187,0.0548360992195506,-0.0859596824435543,-0.296418469116375,0.0362667209805152,0.036642666827266,0.369145844901712,0.0738699362543757,0.430506255837055,0.444150598091967,0.865598130363747,0.962727228684075,0.814638323333096,0.73190911072184,0.291623258655636,0.849193284526907,0.894735228238362,0.162357030723386,0.131479194716908,0.500341972903025,0.553720789691747,0.961689034745299,0.973042163277119,0.852283347516696,0.843707854722122,0.959451781224681,0.97024528758119,0.955509696571534,0.543967645718547,-0.0605978897900857,-0.149934210914216,0.160723614316506,-0.135010027799235,-0.139664681233433,-0.0250356021084798,-0.209894220712738,0.267750526999719,0.245839253646882,0.410839592335206,0.822021931284187,0.525116468635339,0.437910325424083,0.495607593847412,0.50448475215397,0.915753161468368,0.379899967701536,0.298228564254369,0.343295166290249,0.105109298020125,0.961707980451657,0.822685268612783,0.855815409175294,0.985597039484581,0.964187665358425,0.982413103954417,0.976462085782201,0.999422392379728,0.91223034798254,0.517320545038178
"IRF2",-0.0645104384060964,-0.25518398782973,0.115821028532182,0.0339596856905754,-0.278509867302802,-0.488711460515429,-0.0146399347567606,-0.177831350619625,0.0566318219977986,0.0311375875243029,-0.332147785964232,0.785436080264613,0.409822508129986,0.630595370217439,0.869937784080553,0.377527094243825,0.171627314345668,0.949675803984271,0.371871830702046,0.834557354515494,0.911345713280059,0.232410911507465,0.829397054906289,0.478267091962004,0.71670076213468,0.961689034745299,0.490092512252305,0.239239506755594,0.978024100818176,0.959451781224681,0.97024528758119,0.962207688822162,0.614694279968341,0.225639311579227,0.534860336161317,0.133820828862782,0.282110896950059,0.353669107210225,0.383219667015296,0.167975793440996,-0.0456910609995037,0.019321792528433,0.139104362294573,0.399834170686119,0.0621569480511604,0.4255438387412,0.198602503383997,0.058867933509719,0.247646209297319,0.549266034238852,0.831740764829587,0.938932061632591,0.628638351127473,0.851663772031153,0.457275604243889,0.855815409175294,0.985597039484581,0.842910902636484,0.780638141015558,0.976462085782201,0.999422392379728,0.975111095200085,0.856655065974554
"TPSAB1",1.53693119353883,1.57767321728148,1.63769783162149,0.716659208947625,0.946044695186914,0.690924047097135,1.63203472091038,0.392106028406941,0.561593015771154,-0.162173210306079,0.853643418620809,0.000245694417629287,0.00080268049531644,0.000304358187526347,0.041465187509655,0.0101722229747252,0.0744151231581754,0.000260362846684614,0.11979513363019,0.0955540953033036,0.74714577285221,0.0212401543032692,0.001866794577684,0.00309021091215814,0.00514392166721505,0.395860970600958,0.0391665183924792,0.118980112168156,0.0103895491225477,0.936246853326614,0.671383246867717,0.892414360896507,0.245345455829599,-0.240377075681794,0.563219093057046,0.0237294675706,0.383028278686179,-0.0685829684374151,-0.131328485637251,0.210608881881768,0.455283511031951,0.296348015889774,0.6435351224747,0.593416200812886,0.0229309170154306,0.914172870322466,0.326831343851384,0.871868524024003,0.710968504482173,0.580301409595096,0.26149730507527,0.500904565449853,0.0432492382013438,0.885845518260847,0.373245874658575,0.976668746343485,0.985597039484581,0.980338618042941,0.954285039426762,0.976462085782201,0.999422392379728,0.925504671078065,0.461869223055861
"IFI16",0.114591795704231,0.262027031804417,0.380687205364732,0.444137281052643,0.192083205016012,0.45912313728735,0.760486391462703,0.26883715080546,0.32796045269108,0.0466397434297302,-0.388208094518812,0.606466947292625,0.11727428400763,0.00375357217451068,0.0329040708584515,0.25841404426836,0.0151296347178727,0.0132973342800327,0.247650162123183,0.137321311783657,0.789642137201148,0.134320467236521,0.690664571765847,0.160719720940239,0.020042658969557,0.380075593997623,0.3702844279896,0.0334506767590466,0.0666043469247658,0.959451781224681,0.715116032643204,0.912315510268512,0.496897937620071,-0.0651429339038858,-0.134396206784311,-0.0473368577141243,-0.150625092352626,0.0379329947018697,0.0095103340794555,-0.0808561490055226,-0.288701481219454,-0.176590836449048,-0.27977528310213,0.782708864813012,0.566695616750896,0.807739397758489,0.44310869816482,0.804217453380816,0.955070496290307,0.750199171544618,0.296526959760737,0.418347357290926,0.328126602725909,0.949179254211048,0.848938480072526,0.951499330615701,0.985597039484581,0.980338618042941,0.990823453540776,0.989772509942972,0.999422392379728,0.925504671078065,0.7360455137867
"STAT1",0.494056401270312,0.993548960162363,1.07024594461343,0.7132889043114,0.611802964524289,1.25105446087023,1.58214037898467,0.657859222934609,0.630366048060636,0.626940531365339,0.288646039503252,0.0628602514932638,0.00816547660609676,0.00240011241269908,0.0470628780621291,0.00754664917376658,0.00143124323372191,0.003102192600205,0.0920967997851498,0.0771140699414667,0.0701788325333075,0.274707739528577,0.11589219004947,0.0173095871125497,0.0154370866544055,0.409809061279463,0.0326061330713884,0.00609085466380905,0.0337661733022313,0.936246853326614,0.661874343575451,0.515859989790286,0.66560492239126,-0.394600218209253,0.0841320101525892,0.106538465799207,-0.0923868416331224,-0.065657340489468,0.0382302086307768,0.111039754969622,-0.0461203124838746,0.295012531903927,0.49277939181431,0.0913109248653148,0.633886314587678,0.620957898969746,0.506463554196874,0.584309751118014,0.796132980202473,0.67161854254202,0.88513910409668,0.397148822954256,0.261488427692349,0.829332058865982,0.895347183190464,0.923090332345339,0.985597039484581,0.964187665358425,0.971967707071112,0.976462085782201,0.999422392379728,0.925504671078065,0.67948883147676
