"","cohort1 C1D01 log2fc","cohort1 C1D08 log2fc","cohort1 C1D15 log2fc","cohort1 C1D22 log2fc","cohort1 C2D01 log2fc","cohort1 C2D08 log2fc","cohort1 C2D15 log2fc","cohort1 C3D01 log2fc","cohort1 C4D01 log2fc","cohort1 FUW04 log2fc","cohort1 FUW12 log2fc","cohort1 C1D01 p.value","cohort1 C1D08 p.value","cohort1 C1D15 p.value","cohort1 C1D22 p.value","cohort1 C2D01 p.value","cohort1 C2D08 p.value","cohort1 C2D15 p.value","cohort1 C3D01 p.value","cohort1 C4D01 p.value","cohort1 FUW04 p.value","cohort1 FUW12 p.value","cohort1 C1D01 BH.FDR","cohort1 C1D08 BH.FDR","cohort1 C1D15 BH.FDR","cohort1 C1D22 BH.FDR","cohort1 C2D01 BH.FDR","cohort1 C2D08 BH.FDR","cohort1 C2D15 BH.FDR","cohort1 C3D01 BH.FDR","cohort1 C4D01 BH.FDR","cohort1 FUW04 BH.FDR","cohort1 FUW12 BH.FDR","cohort2 C1D08 log2fc","cohort2 C1D15 log2fc","cohort2 C1D22 log2fc","cohort2 C2D01 log2fc","cohort2 C2D08 log2fc","cohort2 C2D15 log2fc","cohort2 C3D01 log2fc","cohort2 C4D01 log2fc","cohort2 FUW04 log2fc","cohort2 FUW12 log2fc","cohort2 C1D08 p.value","cohort2 C1D15 p.value","cohort2 C1D22 p.value","cohort2 C2D01 p.value","cohort2 C2D08 p.value","cohort2 C2D15 p.value","cohort2 C3D01 p.value","cohort2 C4D01 p.value","cohort2 FUW04 p.value","cohort2 FUW12 p.value","cohort2 C1D08 BH.FDR","cohort2 C1D15 BH.FDR","cohort2 C1D22 BH.FDR","cohort2 C2D01 BH.FDR","cohort2 C2D08 BH.FDR","cohort2 C2D15 BH.FDR","cohort2 C3D01 BH.FDR","cohort2 C4D01 BH.FDR","cohort2 FUW04 BH.FDR","cohort2 FUW12 BH.FDR"
"SPP1",1.06404608826642,1.90869597161357,1.92809356735047,0.628749093210242,1.2625878726981,2.27841077698488,1.4621488240253,0.594941056273202,0.426728234205861,-0.351930896190506,0.00583989059570169,0.0442623946820955,0.0108854005414904,0.00743837998595357,0.198639935051853,0.0188059326836351,0.0244148612214435,0.0144245503812813,0.111840657223328,0.384474276990597,0.124028628907354,0.994727304010791,0.0858308978661443,0.0219257534038562,0.030072307657498,0.538178890223402,0.0548667932934921,0.0479819842060313,0.0698427000970322,0.936246853326614,0.828422318751574,0.56138943621495,0.995265732081032,0.83334511462648,0.594167965753869,0.564407123338483,0.285325439572307,0.931571682289331,0.287035052731618,0.308550527813196,-0.688043762045957,-0.143403945111434,-1.13184487387087,0.171511263570131,0.243774536641912,0.394009791256912,0.702198969829643,0.194781503205979,0.574104650208417,0.667800146221765,0.292314359435595,0.786857478190805,0.193884625611259,0.829332058865982,0.676354841859422,0.850641391643154,0.985597039484581,0.880215769603307,0.895764777862619,0.976462085782201,0.999422392379728,0.953715103603339,0.648584024125592
"LGALS3",1.09318928549746,1.2402646285144,1.16974102788598,0.463525827267796,0.822068961279631,0.918191033299126,0.982119961151906,-0.135251969195135,-0.0643315653002769,-0.407242545909918,-0.494184088142477,0.000186840348579359,0.000884252072488556,0.000708414390995246,0.0744121126505218,5.00582388726146e-05,0.0116474069697387,0.000881299614933723,0.609525506685618,0.826659092933652,0.22786408397591,0.107700509676562,0.00173363339829373,0.00322983553745722,0.00729022809642381,0.454292643224558,0.00374280157415218,0.0271293512134655,0.0168347984337241,0.961712447162925,0.97024528758119,0.626073162768763,0.44986013903399,-0.443354173470679,0.336111215874266,0.259563433036735,0.0427911212492553,-0.110953441530974,0.279767744440266,0.0744965455407072,-0.0840669974176687,-0.377402325712101,0.13084955946942,0.296147650029368,0.258318724259764,0.248297528239295,0.876755581208828,0.679707914477986,0.209491736299858,0.848508494407231,0.79564956412129,0.25945082384384,0.752672986332589,0.832069265817655,0.681006310565548,0.835609065321038,0.997247550709708,0.969944070614028,0.773568032233672,0.999874676446854,0.999422392379728,0.86556571027551,0.922105866372826
"GZMB",-0.308739448315656,-0.196764866426344,0.392540880329287,0.0483181129937647,-0.441763770678958,-0.0144406788042797,0.738127027659907,-0.0230889029940609,0.0578301094435556,0.0638440398165665,-0.0398482636793467,0.050213682425889,0.380407974070079,0.0683113327456648,0.844874252583728,0.0386430656414655,0.952752292145858,0.0178638659331561,0.909538054998926,0.700690146000155,0.689705352070783,0.880515011753132,0.0950533252610474,0.445778288454793,0.139543036715705,0.955183385649074,0.0875873512166938,0.957829124963687,0.0789917821731748,0.994567917304908,0.962094539738596,0.880816962127318,0.962107136394349,-0.277987101053773,0.147905918808734,-0.127864231312307,-0.120465842053051,0.2496007594803,-0.149094083935181,-0.410293976303779,-0.121546533179474,0.151386182725757,-0.0833115894634525,0.476696126832848,0.291623369880899,0.320366019743225,0.435781787423084,0.178140069146755,0.428217814364395,0.0640035230143356,0.553104098329856,0.558227770427336,0.597556918689745,0.853667135406807,0.681508978137964,0.835609065321038,0.985597039484581,0.878898182086205,0.840484054648286,0.97228035876662,0.999422392379728,0.925504671078065,0.837932783380164
"CARD11",-0.618415873743901,-0.909978330237789,-0.374531422740257,-0.172511758861842,-0.498683243649653,-0.511063027379197,-0.0441641701273183,0.287140167706907,0.0314800119741577,0.366414898819216,0.100872972042297,0.0037751226931218,3.64069523244329e-05,0.118150312477372,0.316515813876757,0.0118540379728966,0.00556325595411765,0.795203427039586,0.137003636986558,0.853023276028165,0.0912204926609812,0.69475144802816,0.0130163453720024,0.000367970268136232,0.206704840133984,0.639508575584162,0.0427721539331785,0.0153510300520347,0.877358946792213,0.936246853326614,0.97024528758119,0.548917828042525,0.879707650075926,0.263990220745451,-0.387881387607482,-0.270149126447305,-0.218172250357596,0.0387342023624118,-0.223843437220477,-0.287288583894401,-0.140991524304847,0.216527627688081,-0.0540123936411885,0.251030445337765,0.0426638336507846,0.129551382745957,0.150048306652121,0.833499532671571,0.181768175516049,0.136900123887427,0.37927149370555,0.313672427164053,0.682422261444754,0.829332058865982,0.437555476687804,0.835609065321038,0.985597039484581,0.980338618042941,0.773568032233672,0.97228035876662,0.999422392379728,0.91223034798254,0.880891861452523
"ATM",-0.367361429789742,-1.29066700839093,-0.159520668960335,-0.406198465125728,-0.281456829819516,-0.673515911370324,-0.007448572415396,-0.259700078878392,-0.15627228216449,0.385084779093972,0.182866281966938,0.285589744149134,0.000307852289269087,0.613312639498998,0.236647419853609,0.115566985157507,0.0294489305143548,0.975335422340899,0.42089654710105,0.592236158423942,0.138270410652046,0.342070992462962,0.382136631651088,0.00147664742140935,0.700346034219078,0.575733059322424,0.20313948322717,0.0550102134360556,0.985785444723123,0.959451781224681,0.908416438124529,0.563029154165884,0.710027693234502,0.0725416253649359,-0.567723213127324,-0.315397243523432,-0.180789180359957,-0.0740315836894321,-0.311583451921044,-0.300232400140058,-0.116082785112451,-0.239168184724337,0.116620032410903,0.798152864959702,0.130307563806925,0.0803672424461784,0.441367138698527,0.698958056398547,0.32255770189301,0.0936338345124773,0.682437694438987,0.484201433264616,0.534848534496547,0.961179833121684,0.543101140213548,0.827091246397003,0.985597039484581,0.972361442827061,0.831084532616379,0.97228035876662,0.999422392379728,0.925504671078065,0.799461769098908
"ELK1",0.41755370559421,0.527817992081718,0.57726248029404,0.131077762169428,0.439264471447402,0.470792199530134,0.183898652082974,-0.130482636225117,-0.0101142448778507,-0.00894324386383059,-0.185827445443645,0.000433960914402897,0.00286350105618383,0.00356111907326173,0.33273507003819,0.000362330247452131,0.0115776487282856,0.259750424853181,0.368633656172323,0.932816455084628,0.959174604048769,0.285433464823246,0.00292406997085762,0.00760911548262932,0.019568867917147,0.653916839033387,0.00621451272902746,0.0270783023975605,0.445299202294687,0.959451781224681,0.985026331302051,0.98080460336908,0.66772720735722,-0.108303711863004,0.0570958166714252,0.0728433985945806,0.110712152532896,0.153742141281504,0.117891172326159,0.109976144179169,-0.087851692751805,-0.143704475186713,-0.0234523194553454,0.625301655358284,0.71560955547834,0.637409411755791,0.486058699608328,0.345619227869194,0.443921448325072,0.496235026783355,0.778259464318052,0.585392440481946,0.922692079664168,0.894068915952679,0.920534110001683,0.923090332345339,0.985597039484581,0.947178330951197,0.842005457986079,0.976462085782201,0.999422392379728,0.942558784489295,0.971248832652611
"RORA",-0.989777472212652,-1.34569520950206,-0.831586003248553,-0.168947826806712,-0.820620109680208,-1.25919957194599,-0.410664524922504,0.0141572689490594,0.0228265968724709,0.0280185257204433,-0.177462494231452,5.7495256185024e-05,1.00405798716785e-05,0.00151870815662656,0.112631849135395,0.0010313500250595,3.23702879478558e-05,0.000756603170460375,0.867895061901517,0.749505531353581,0.758772594799148,0.182495819548836,0.000813557875018089,0.0001578602279825,0.0121068847415582,0.483027266125135,0.0110813841244107,0.000555199484196557,0.0160724261463889,0.994567917304908,0.968736319081343,0.897161851369975,0.555088178768162,0.147033885450124,-0.138739499565094,-0.0911496684920143,0.0766312583701505,0.141138208291379,-0.13113271985996,-0.0661660484364587,-0.129418754527712,-0.103934043987395,-0.293254051080063,0.406574412726094,0.22820025160002,0.231072270927419,0.414923531269705,0.163625735275624,0.0337864875248215,0.418516742498934,0.0912134324773621,0.167717725448348,0.00276490984794923,0.851663772031153,0.655587764956678,0.835609065321038,0.985597039484581,0.872198138865918,0.663003192584927,0.976462085782201,0.999422392379728,0.855921200397625,0.367711989104922
"IRAK4",0.0641657667891648,-0.128394104923261,-0.234501967293971,0.055537464147093,-0.0754419831928259,-0.0392990741173795,-0.0314544848135656,0.103952932547526,0.0539343229683369,0.00216360577315063,0.171532080917197,0.64268309843563,0.542937623885417,0.570274611275495,0.749734209615989,0.665008948414651,0.82893892121601,0.881993177798146,0.666971221270567,0.690818604231613,0.991447099487824,0.421130495427032,0.719789823569832,0.604926565195169,0.671050789983223,0.904410592392262,0.746815604767247,0.865407364981279,0.92789616846422,0.961712447162925,0.957201137957091,0.993201873115236,0.75921911288301,-0.102800313096366,0.00676223985462052,-0.074180029740252,-0.0131580039813417,0.0940700059891516,-0.0948376958547035,-0.0346589751979982,-0.00515461210169263,0.0527170747750692,0.0780622420329759,0.604862326759678,0.960403523704382,0.53635056956501,0.902817209666934,0.415726965648865,0.375663779743448,0.756853438707146,0.96847740777837,0.736952845046928,0.647098852034995,0.888334150425461,0.983081580534036,0.923090332345339,0.997247550709708,0.964187665358425,0.840484054648286,0.991618162750567,0.999422392379728,0.951009965507351,0.857746956093226
"CXCL16",0.952336335300494,1.49843198720062,1.0627999009004,0.483398561681684,1.15079867156315,1.46052854185715,0.98753531368944,0.038469958410473,-0.282632314894972,-0.407870512909957,-0.614001925312832,0.00161656541525732,0.000250569763008026,0.000308998828065922,0.0782582166782341,0.000140891109113488,5.30681940981084e-05,0.00409080792908088,0.859900384706898,0.156032344385079,0.207648568169771,0.0175948220274023,0.00705767469561006,0.0013406966164136,0.00514392166721505,0.4662542172619,0.00398721838791171,0.000770169175885369,0.0374214252638009,0.994567917304908,0.718002495300443,0.612130674917137,0.236706050780954,-0.709869114733411,0.313100027309447,0.423084347313707,0.166950376476295,-0.0645203894509016,0.393041126110122,0.27088349416567,-0.0705846760915413,-0.227192612441748,-0.208408457132431,0.18738486471659,0.179897701503502,0.0646818183730142,0.600173219079842,0.84569624993662,0.12557194752529,0.494958391445615,0.850393810571862,0.453810601012225,0.544873734632814,0.829332058865982,0.591988947970826,0.827091246397003,0.985597039484581,0.980338618042941,0.731227671896052,0.976462085782201,0.999422392379728,0.925504671078065,0.803121181776492
"SPN",-0.156220213644194,-0.449735653382887,0.0940379875891711,-0.107139985003952,0.00891957802189269,0.114510619133116,0.230857668961403,0.122989018096325,-0.056070957588644,0.359565537705444,-0.175783718068047,0.460189225888162,0.0526649954317545,0.71393243695386,0.61698720267671,0.971563654409427,0.716370775092615,0.421438455509214,0.761910773986138,0.869828487201524,0.30193925884313,0.676923428146193,0.556553636437393,0.0810010527564485,0.784632542360941,0.868693424664224,0.980222867015572,0.766269884121818,0.599332074920139,0.986546483441693,0.97455468302151,0.719343551740645,0.86975625303451,-0.0997972391168762,-0.662072616510032,-0.558076038608482,-0.348915000806839,-0.153033302166062,-0.364627940758872,-0.292999527624561,-0.185365130770229,0.188971003709806,-0.109302162043889,0.723290037098098,0.0399586436668649,0.139052962921132,0.296329707726724,0.598611754883533,0.0822701388830494,0.285606257757282,0.592275897380509,0.642872364822721,0.718686180440705,0.938825725477138,0.426728156895199,0.835609065321038,0.985597039484581,0.964187665358425,0.728961031233773,0.976462085782201,0.999422392379728,0.951009965507351,0.903246959718295
"CXCR4",-0.273907725237804,-0.392795244360271,0.00588518518099851,-0.00952906689749708,-0.202885732115453,-0.513835130283649,-0.114554320529939,-0.0284988140833478,0.127049374479523,0.0268644690701905,0.0277590615475852,0.0400245434563655,0.00966069508988588,0.972500228522594,0.938043159880894,0.100338722905887,0.00211950736052958,0.0623164529829083,0.847646599096543,0.285349349707786,0.790653809203926,0.826902449475901,0.0800313082097703,0.019956034382757,0.975948810893242,0.977776111404394,0.185418575884631,0.007651213407589,0.1754781710862,0.994567917304908,0.798335783654638,0.912315510268512,0.934185202401916,-0.0718057117798802,0.176412802925941,-0.134544834789986,0.00875228449490464,0.0744782567966704,0.0651613122387996,-0.196121782666974,-0.110163041964666,0.0154566793305311,-0.215222090452759,0.57542546690259,0.133011632279378,0.220483734271623,0.938840504862113,0.404452524538692,0.571029282907526,0.0647935974889787,0.304125227342703,0.833412802476319,0.204398407547653,0.885845518260847,0.543562453878252,0.835609065321038,0.997247550709708,0.964187665358425,0.895764777862619,0.97228035876662,0.999422392379728,0.954291506392401,0.648584024125592
"PRF1",-0.583639185874662,-0.754682817006579,-0.401558900707424,-0.0753800519309021,-0.631994710561554,-0.417370190603623,0.256199966224484,0.167232356498669,0.00312045101345011,0.0581574712646404,-0.176393839359856,0.00111066623036362,0.002504129856134,0.0519139621725232,0.701844770696007,0.00436341654547338,0.0281772658063385,0.228186508276165,0.247843972143069,0.981204247272675,0.762669431314062,0.421601104010445,0.00533416464719972,0.00699973891704226,0.113012702267877,0.897060282215219,0.0235208929975041,0.0530939217664074,0.399856234316748,0.959451781224681,0.989656795300114,0.897444694643989,0.75921911288301,-0.181019375517399,0.0255057108434,-0.155729751480762,-0.135198167448266,0.242822470397655,-0.115786668186923,-0.319385105232833,-0.122829790017053,0.0693334733082163,-0.189936390064154,0.406844109775685,0.832956158038344,0.208451056354476,0.266326541443259,0.0670755977868638,0.313336007334684,0.0725680199088829,0.264957087217293,0.768585530019763,0.0999887293417532,0.851663772031153,0.958119260800199,0.835609065321038,0.985597039484581,0.842910902636484,0.831084532616379,0.97228035876662,0.999422392379728,0.952302122853478,0.512177538895592
"JAK1",-0.362582984218254,-0.480716912551894,-0.243512204305408,-0.0739827048646359,-0.310033740579539,-0.440108613485495,-0.105645067849045,-0.0131484573864025,0.0250226341422739,0.0713899761273169,0.0245283889136558,0.000110779377752707,6.3926363543273e-05,0.000112439941397433,0.438249930756805,0.00553487249459523,0.00430066658167836,0.297544817009665,0.893771560043924,0.587229837669752,0.355854430920254,0.819275598970784,0.00122943387858887,0.00052438147486221,0.00312299411549887,0.727417773631529,0.0272411985386165,0.012678006693906,0.49017726276088,0.994567917304908,0.905646016678691,0.760051350569297,0.929278535105137,0.00231958294712875,-0.0724948116461811,-0.0567580890944315,0.0139165770293126,-0.0227630111280384,-0.0789093238789126,-0.0848728524464104,-0.0295668225131736,0.00688502059192379,-0.0212071544924122,0.970938828854965,0.347586916956991,0.297848847792888,0.820657086202303,0.759367263920231,0.252444874581375,0.232291551601752,0.54273670203642,0.923826057111942,0.748040316785047,0.997011108060841,0.719822489037149,0.835609065321038,0.985597039484581,0.979047543004216,0.780638141015558,0.976462085782201,0.999422392379728,0.963928295042681,0.921528348788076
"DDX58",0.220215869095334,-0.0557978504066725,0.0716730488060763,0.24708201409668,-0.121072416286575,0.0444336820905908,0.891108328876148,0.57328807974434,0.361190389350165,0.490902512101178,0.370493723738116,0.407766223939002,0.773693779657555,0.832024999249482,0.46323301050615,0.702930143000633,0.888181670891,0.184254965960348,0.115260627744823,0.360016654158967,0.0148726266130023,0.258154220742937,0.510609917587334,0.806465339385223,0.872085462176309,0.736946520430373,0.77858798618074,0.912360845234675,0.346472793134741,0.936246853326614,0.81858849729906,0.420895333147964,0.639993945542689,0.183879979718044,0.11803659817755,-0.532200031949414,0.0949530270489992,0.190751485759098,0.270108889128665,-0.266796602142867,-0.298148198032951,0.609479108679262,0.338486862761048,0.428490912111415,0.720140095763309,0.0935575384161473,0.644942008423866,0.523069238080074,0.334914412393576,0.466885947761039,0.520952236013089,0.10558446925803,0.428346643384126,0.851663772031153,0.922170348873378,0.827091246397003,0.985597039484581,0.964187665358425,0.840484054648286,0.976462085782201,0.999422392379728,0.855921200397625,0.770048525327359
"C1QA",-0.192563074664912,-0.0349608649597146,0.0886140457459428,-0.352577085536985,-0.245302168236407,-0.57553166761355,0.137765980108958,-0.721560737153474,0.289407077104692,0.227939231817928,-0.588528332005409,0.573731160200899,0.9294865321118,0.767520201331564,0.337475636228607,0.559554903583287,0.189703747346199,0.684691790519047,0.0888998065062322,0.357306683061252,0.427302800609353,0.0161089011610429,0.65868526708663,0.936102094617934,0.824319609020237,0.656395911015091,0.661185961227851,0.259353432362195,0.810743835635525,0.936246853326614,0.81858849729906,0.828834241931346,0.236706050780954,-0.0305449833628373,0.150670617665677,0.471035410537921,0.615551994215873,0.100408490290845,0.565641651434388,-0.400173966717756,0.149598952426922,0.647935320988119,0.421297457781291,0.944469224701064,0.634557869244581,0.218253017105469,0.0712258130908556,0.851064812439211,0.120060713361757,0.403625991410609,0.594044259754092,0.0354968564130862,0.353644851098991,0.997011108060841,0.895347183190464,0.835609065321038,0.985597039484581,0.980338618042941,0.731227671896052,0.976462085782201,0.999422392379728,0.855921200397625,0.756627577771079
"TNFSF10",0.223086941988189,0.197365202849986,0.0568708244797698,0.763183118107643,0.090143245749401,0.536477757566151,1.31444617762029,0.573182571954981,0.575944487289331,0.714097231712793,-0.00228200256998799,0.515552351541768,0.438074041531208,0.849323294049858,0.092342541961755,0.616168621723154,0.0250677985630359,0.0832102432617021,0.0968355978922483,0.198504808459015,0.0215512860876551,0.993625449454181,0.606658276450397,0.507055025576,0.886931705594502,0.482883270041671,0.708844390031109,0.0487572989232932,0.210341718728705,0.936246853326614,0.760345318906922,0.480031639439955,0.995265732081032,0.0309458397033331,-0.148462890216247,0.0613696684883134,0.12769281788183,-0.0729338844901573,0.0505758792015676,0.116787875224164,-0.053808468456443,0.457908293127337,0.613005898702001,0.89732511921302,0.478884850179249,0.792757855351733,0.543955996909395,0.660526718595366,0.816831030859239,0.531704856317283,0.78869935302251,0.299619406846323,0.176918462595991,0.995863139971032,0.806692932147188,0.949852532327971,0.985597039484581,0.969910531343762,0.976450618735228,0.976462085782201,0.999422392379728,0.90686943462577,0.634708791872942
