"","C1D01 log2fc","C1D08 log2fc","C1D15 log2fc","C1D22 log2fc","C2D01 log2fc","C2D08 log2fc","C2D15 log2fc","C3D01 log2fc","C4D01 log2fc","FUW04 log2fc","FUW12 log2fc","C1D01 p.value","C1D08 p.value","C1D15 p.value","C1D22 p.value","C2D01 p.value","C2D08 p.value","C2D15 p.value","C3D01 p.value","C4D01 p.value","FUW04 p.value","FUW12 p.value","C1D01 BH.FDR","C1D08 BH.FDR","C1D15 BH.FDR","C1D22 BH.FDR","C2D01 BH.FDR","C2D08 BH.FDR","C2D15 BH.FDR","C3D01 BH.FDR","C4D01 BH.FDR","FUW04 BH.FDR","FUW12 BH.FDR"
"CCR1",1.00905822134063,1.19464083271496,1.35970312242024,0.514245097097603,0.620136187060287,1.14896729080233,1.14061798410996,0.0437932648093792,-0.138627641304222,-0.0808053301972557,-0.308166799109794,0.000617331006061243,0.00458910617413047,0.00175316630899569,0.143174001438585,0.0201041437815805,0.000958601034590749,0.00214259200239887,0.813958507419647,0.440904211661453,0.82021785888676,0.195905758335657,0.00363968072323608,0.0107777348321902,0.0128480314883295,0.483027266125135,0.0566116685590776,0.00455939651746525,0.0263631972469079,0.994567917304908,0.859276825459641,0.919293679465161,0.557357088474493
"ITGA6",-0.976745822192113,-1.4269547102586,-1.26964605055906,-0.517666005489999,-1.19566457201302,-1.28415945139568,-0.449016322597844,-0.29008871891755,-0.297139118933401,-0.254136044862429,-0.070321250394793,1.78785132470096e-05,0.00139571462541714,0.0010440405182973,0.0494674137129588,0.000448479404673389,0.000807296011390039,0.157002638073619,0.29001606570582,0.362132183041956,0.363877474665141,0.796000056885443,0.000361401374921695,0.00449786184312953,0.00957707495016782,0.41242375282146,0.00705109286236495,0.00406833870854515,0.314005276147239,0.959451781224681,0.81858849729906,0.768487502464439,0.923493754565326
"MEFV",0.645080384322137,0.413111721331844,0.730754461805805,0.560900145129037,0.38847160407013,0.517364786976959,0.813532929050555,0.351768565384745,0.267648044560324,0.676691985486292,0.24069418552415,0.0636319661655362,0.175658775284381,0.0064656180297815,0.121814486055921,0.36080167973625,0.138619570122899,0.0926082633476838,0.413154108400064,0.568411391208891,0.170490387197985,0.51371477388463,0.11655564029027,0.226992846600364,0.0277237864004268,0.483027266125135,0.472717015580364,0.200149685432553,0.22439634629544,0.959451781224681,0.893669020622868,0.593928610114294,0.808856989372279
"MSR1",0.837934242588871,0.68935162662874,0.0438995947271116,-0.620321181923071,-0.0190889115225093,-0.183001324886004,0.0150131705622786,-1.42762608013895,-0.903003700324646,-0.741952359265196,-1.22776682268703,0.0282712771068674,0.0450172232954982,0.914595453360539,0.179384268104293,0.949078979162186,0.707858350157107,0.960138787602637,0.0103766934676277,0.0289759572274373,0.18306059902225,0.0101826093473937,0.0608815536955927,0.0711724815230502,0.932722570454172,0.523358225500155,0.965987055031876,0.763407374341821,0.980936017659012,0.936246853326614,0.644369707505754,0.593928610114294,0.217851697711755
"ITGB3",-0.214765192431281,-1.18296500805085,0.466019490599887,0.790116535023395,-0.388419902608562,-1.59151124565722,1.03004720771417,-0.269727403034091,0.150927516227317,-0.245713694873465,-0.562164161825331,0.438374927951508,0.00133919146899116,0.264237452157043,0.00749488595226984,0.099221227367084,0.00287490590203972,0.00195331998973964,0.408468690829261,0.625018270448429,0.403913508512637,0.191335337059259,0.535896780173982,0.00435622052556895,0.372963585837622,0.303007532070338,0.185343942870527,0.00932118794828285,0.0251267980498327,0.959451781224681,0.935616901877149,0.815509691155198,0.557357088474493
"RIPK2",1.03353035629968,1.59398332452553,0.947274418998743,0.457532948901279,0.944777318222244,1.60248127976576,1.15311068030192,0.168212241939548,0.333639159066562,0.578648655482611,0.586395663177489,0.00112149398059499,1.96311798670975e-05,0.117015871291674,0.253176318774639,0.00384378413552893,3.11096614918401e-06,0.0136331943844675,0.616342711968377,0.180519773314043,0.0724985060323854,0.0188193856627967,0.00533416464719972,0.000226760159281167,0.205686283077912,0.592139654654735,0.0222580754007535,0.000176080684043815,0.067687614224637,0.961712447162925,0.746183109023892,0.520607445630777,0.236706050780954
"GZMM",-0.863714053464864,-1.11679826228314,-1.03553716041334,-0.419991553009621,-0.962282900437868,-1.14247819009027,-0.464736194250285,-0.162551054294424,-0.2392959912886,0.109173371120085,-0.0791115383947883,0.00155871633525776,0.00020034863102566,0.00336288051825458,0.0729518019825509,0.000324485776692405,0.000202060342323346,0.116806710216017,0.108260583614606,0.329086763598992,0.561599595705231,0.783481133725834,0.00700185274409438,0.00115711556286248,0.0189164669990609,0.454292643224558,0.00606826078975583,0.00169569543438824,0.259379607914365,0.936246853326614,0.81858849729906,0.852847881514312,0.923493754565326
"RELA",0.062868230579176,0.115779468349656,0.12425092157254,0.155732597074619,0.184858580659348,0.258274721923698,0.302532779825651,0.246185908341193,0.222191272384152,0.0915688981174103,0.260721385585973,0.645217096883068,0.441390908942512,0.46264765507245,0.330285388104703,0.16426205561577,0.195197348766906,0.0170415339424509,0.18849938438672,0.141816014471818,0.579197558542468,0.0776424571357103,0.720301532220546,0.508380647458309,0.575513346749465,0.653916839033387,0.267161849076224,0.26558100817805,0.075948883554545,0.936246853326614,0.715116032643204,0.860033850601747,0.420104488481807
"S100A8",0.965928265516817,0.869670613893961,0.665285513394272,0.499475083165067,0.0959619440847304,0.679118112907313,0.724079617709053,-0.198060571838406,0.202448139182262,0.35232154740883,0.658984950139549,0.00330595418220529,0.0102103515316962,0.035252941951196,0.297854935565419,0.748393416582798,0.0435502764828591,0.0931680943099443,0.642788063543563,0.450896230943774,0.283025562110081,0.0113477830750875,0.0122298697197921,0.0207879818954678,0.0841905702294385,0.628843562654004,0.816167001514188,0.0775140141172901,0.22439634629544,0.961712447162925,0.859276825459641,0.696488991975244,0.217851697711755
"CSF1R",0.552085680635512,0.821147726845783,0.72841795951656,0.719927270998749,0.6320088063702,1.13697752479082,0.543302555286876,0.133269022545063,-0.134381208028738,0.210991772386755,-0.345232528256958,0.230356006863205,0.0563202813423316,0.121858093056081,0.190373889147747,0.18208935483665,0.0751511830956311,0.347173985757192,0.809072120609414,0.791547708093105,0.629194605264917,0.523041798781368,0.323527294998943,0.0861548087561073,0.21092257085548,0.533423867612004,0.28788428725571,0.119818506005992,0.533156490099709,0.994567917304908,0.97024528758119,0.867861112464012,0.808856989372279
"CHUK",-0.0553766236976359,-0.0232180917792207,-0.0370012105183416,0.0967032643199178,0.0320690262636778,0.0930930113680051,-0.0868941490343233,0.0587091125473515,-0.0310371124416728,0.0863305847164616,0.276605310626543,0.520994221583926,0.799253918722887,0.717971864453802,0.202973012249377,0.833906243262841,0.508962210121248,0.585304796253892,0.612886649024153,0.728849318195863,0.472645902862267,0.0684172371966418,0.609261837637402,0.828530619042407,0.7860194879707,0.538178890223402,0.875133962843644,0.581964870562882,0.749164980944917,0.961712447162925,0.966109400699902,0.833116287096921,0.396643679379265
"LY86",1.74308987081292,1.80558635696041,1.07938926660751,0.0303855629109649,0.987986982086979,1.78139499646758,0.555533106202737,-0.541923188173138,-0.132913364194159,0.0898269609092494,-0.0493921473160303,1.01375678842581e-05,3.0968030260124e-07,0.00561424709439124,0.924435474216327,0.00918839921501632,0.000156753645893908,0.120068334051794,0.244121284111959,0.60226961940414,0.732391953731525,0.890395444557285,0.000318770190138339,3.01875839319468e-05,0.0254213108434035,0.975152144797123,0.0361155135812447,0.00135497024069787,0.262961891521049,0.959451781224681,0.916356463932105,0.889823738500494,0.963368675603389
"MYD88",0.759943757722067,0.994338032077365,0.712185610849479,0.153933908453831,0.447140182844813,1.10666160982811,0.637881585038933,0.0296615589469992,0.070040850281147,0.0900028293679258,-0.0319686630348006,0.000192570552467689,1.83188312157835e-06,0.00182689592295288,0.36833756355936,0.0615691006345779,1.97999274747114e-05,0.0589882577486662,0.830033034742736,0.675119897396105,0.62341862802115,0.767389532285301,0.00174743000275763,6.09909321654908e-05,0.0128480314883295,0.682644668983716,0.127648758092202,0.000403965285560842,0.168622999422955,0.994567917304908,0.954185354937706,0.867861112464012,0.918271617914335
"IFNL1",-0.191282081546537,-0.630066790834405,-0.176030923156804,0.0068744435683116,0.257273983395349,-0.409559522351782,0.156644345204999,0.588651164454832,-0.195686240458723,0.366656672474618,-0.159329903298161,0.303821990251309,0.0739088679698697,0.578632362791089,0.983835669066956,0.235185506662648,0.0697269453111893,0.507399890587405,0.0485489298852146,0.565868069540933,0.164355088391324,0.478686561265498,0.399914526702886,0.108938591851423,0.678066081448771,0.994636720661948,0.343966399925217,0.113406468523371,0.685413694683702,0.936246853326614,0.893669020622868,0.593928610114294,0.79453546532631
"LYN",0.795248691071921,0.866352554903577,0.581080019783436,0.458582809710861,0.651453988419268,0.830803742218746,0.808058627063431,0.400842716881688,0.255727399588974,0.370777126305446,0.276240791270262,0.000335851534407429,7.55958325870918e-05,3.41183334651668e-05,0.0133608780710945,0.000130556597797701,1.40996933684041e-06,0.000722973715389769,0.0258290886497667,0.093744598483447,0.0371978634706243,0.0114523105828242,0.00237614960593256,0.000562990016372289,0.00237250498983706,0.360107475630453,0.00398721838791171,0.000159608528930335,0.0160724261463889,0.936246853326614,0.671383246867717,0.480031639439955,0.217851697711755
"CXCL3",1.10275459369114,1.58735000218284,1.7038134371067,0.650764288676648,1.61615152355968,2.28342384289639,1.99467897410109,-0.280033942517261,-0.692903307322608,-0.862076036524451,-1.12459426316074,0.0137362049745198,0.00158403660425261,0.0253246337532434,0.254428444410291,0.000668447788928387,0.00152342775309678,0.00149683734321914,0.376692985673507,0.0645062841572756,0.0598421170365647,0.00757195721386706,0.0353395091617191,0.00474372866670357,0.0666685707178408,0.592619339655245,0.00944154924235086,0.00638711191298354,0.0222949983226851,0.959451781224681,0.661874343575451,0.498097621216112,0.217851697711755
"EWSR1",0.135931761558509,0.301500208540373,0.255797241489188,0.0536859655883949,0.201865486053567,0.401747970920889,0.240365543988829,0.00809282233517123,-0.00845973567599105,0.108859683314198,0.0718406040644318,0.0815879513876493,0.0039600011436353,0.0113066560406371,0.494443838746338,0.0363782595656548,0.00128912601970351,0.0636623842263284,0.925578693261703,0.905315043762036,0.126508724822809,0.381891733737529,0.140525378967366,0.00974504629259817,0.0387852564787916,0.762548263570647,0.0840412037312677,0.00570035411837644,0.17750201710395,0.994567917304908,0.983499591544167,0.56138943621495,0.731428992682901
"CSF1",-0.0668336028632949,-0.012488948862322,0.224160894101681,0.285587832259468,0.404819134811079,-0.187251399032458,0.68551237122657,0.217495039191914,0.353755063941286,0.0380852823084536,-0.0620520287973748,0.776124028784136,0.961940786168641,0.721784941853862,0.109651189928951,0.0182264836657689,0.51650078344382,0.0403050708371314,0.240572316020231,0.142526356598896,0.747654035924511,0.708477222773631,0.822280297316942,0.965351923708246,0.787148896125792,0.482883270041671,0.0537301549730479,0.589394039171778,0.129617443714866,0.959451781224681,0.715116032643204,0.892414360896507,0.889131060066242
"NFKB2",-0.308263661796317,-0.14271682503473,0.355000220959759,0.247330424334151,0.215604832150427,0.357251581386081,0.557418490873532,0.528743554969829,0.213119913097766,0.310240769632309,0.0589471358199854,0.291747983394976,0.348952849758547,0.0117371190191187,0.282498842808978,0.458349292705726,0.149563621484483,0.100013650138676,0.0587893725296369,0.461688092415875,0.0532268170812033,0.815715810010841,0.389456034437633,0.4158048693965,0.0397796967953365,0.619745523371634,0.570166372904265,0.214311417114474,0.235865524910377,0.936246853326614,0.859276825459641,0.495891052988922,0.928106089393569
"SMAD2",-0.106938500733171,-0.389903618531198,-0.371825556356391,-0.2244886138592,-0.284796785209296,-0.64276548351227,-0.0716524662662758,-0.0154386523833741,-0.0707208818905663,-0.144371984446692,-0.0335089389967276,0.684944695359882,0.142692482405065,0.25566883768597,0.410894592978092,0.344725236983953,0.0720345565254003,0.793015492519934,0.955152563659572,0.779301812469904,0.677196905193525,0.937395414892675,0.752774170046006,0.190481002455818,0.366725913633319,0.694227879479403,0.45801522096929,0.116158287730418,0.877358946792213,0.999023509729966,0.97024528758119,0.879113413622787,0.983438978737749
"IL11RA",-0.642425199409386,-1.49945319606507,-0.97813566066302,-0.377041099251643,-0.829947419907213,-1.06579956457149,-0.485139750052277,-0.0248330540222402,-0.219104534994081,0.0520154072382792,-0.200948863310092,8.67933188584409e-05,0.00273196197855222,0.000405508269330919,0.090606525502237,0.00871361787603568,0.00010358130653285,0.0111979708450865,0.840626849151548,0.107164950563088,0.767486259656421,0.375134083544131,0.00109166707719728,0.00739851904239502,0.00546470667717381,0.482883270041671,0.0354813504880302,0.00112555341943391,0.0613889969108633,0.994567917304908,0.680346848898991,0.899421110376344,0.729854975247728
"GNLY",-0.684479249293471,-1.04009714251687,-0.353873809552465,-0.137164035139526,-0.739677631815638,-0.602081138856921,0.0753531499094741,0.0680380958191462,0.156360987583278,0.0615001505274181,-0.0310942631070679,0.000242030300993576,0.000128774650451242,0.113282025295146,0.63068544743031,0.00363417362726856,0.0187259021152956,0.807793931693366,0.768858309247511,0.365204442161471,0.680691838479419,0.93181907511861,0.001866794577684,0.000828255138129578,0.20155407324115,0.870810097362547,0.0216520239266737,0.0388386478141807,0.88266098800316,0.986546483441693,0.81858849729906,0.880225501712965,0.98214077563712
"F2RL1",0.0845174790042378,-0.272796541729934,-0.259803040830778,-0.052973370236071,-0.10705016870628,-0.82202262592029,-0.00260178360247163,-0.120072617394171,0.0163128961723105,0.0900273390606795,-0.971368837415541,0.788111683358123,0.233647995105246,0.33880008981172,0.884640267330487,0.697300464434391,0.000203723126392934,0.995632556980942,0.732317411045853,0.961423681647938,0.693515043596915,0.00818685083975783,0.830083074486973,0.292048683777585,0.450142842332003,0.962896906363568,0.776913509586349,0.00169569543438824,0.995632556980942,0.977574657198002,0.989656795300114,0.882088797024391,0.217851697711755
"CEACAM6",0.660056898143952,1.40040435904596,0.996676533145464,0.3759394139553,0.486419602910843,0.811350345522408,0.961239930212381,-0.528574211231643,-0.677497313661661,0.545914127914068,-0.150893948039776,0.118936605907493,0.00765565561221952,0.0377055495467908,0.491835871506759,0.218290773392552,0.112304171773836,0.0468080105342005,0.377897888466803,0.0432303720905099,0.109988854022802,0.796348173676385,0.189606136866352,0.0164756694924572,0.0885532823381062,0.760598642821928,0.324284980945366,0.167715464970953,0.143207210607338,0.959451781224681,0.647075825978203,0.559439044710147,0.923493754565326
"ENTPD1",1.1468879089148,1.70403345033326,0.588568549556149,0.228773314402608,0.797008299844053,1.46597102566926,0.327814015757262,-0.0413861428636332,-0.54483519899774,-0.189912039468901,-0.0294192678905575,0.000100967651437907,7.49314319228431e-05,0.0215019895577626,0.458492074368947,0.0764141293403384,7.6137588784852e-05,0.147249844985169,0.879624284396161,0.0561726841359253,0.482900786922392,0.871411118376179,0.00114831697059384,0.000562990016372289,0.0590782819888042,0.736946520430373,0.15069824810673,0.000903455788419199,0.298721907747691,0.994567917304908,0.661874343575451,0.833116287096921,0.957706200001782
"IFITM1",-0.450549771951468,-0.76280881954911,-0.303627504129558,0.492385260985929,-0.59266362326923,-0.530687287509792,0.723754922733754,0.27311967549667,0.561318431874405,0.408685307014528,0.389698155668271,0.0886590919254856,0.0793598924419897,0.404190789642098,0.290074665755907,0.147281239685689,0.2387048144457,0.0972166078872895,0.509514702621397,0.0394308753941015,0.316783720698752,0.164074187592377,0.149794167253208,0.115178714270889,0.514094352668376,0.624267151398644,0.243746145210818,0.312043627298545,0.2311957985891,0.961712447162925,0.644369707505754,0.732582275658748,0.544499484581001
"BCL2L1",0.42009095529839,0.167835529199555,0.635955444029969,0.897469309710268,0.854928918920053,0.609076195176067,1.20454261583846,0.269065544067911,0.204689585693199,-0.0840666892770328,-0.113116120596912,0.00204206632819037,0.186898881310452,0.0170511924962986,0.00413336927949148,0.000206520781377124,0.0434947142461295,0.000200064310431443,0.150342765088182,0.352730518515891,0.838724872220027,0.746079379675335,0.00843656599821714,0.239668830117062,0.0492396681270665,0.230604953050371,0.00481109095195866,0.0775140141172901,0.0100586420952726,0.936246853326614,0.81858849729906,0.934484798575857,0.906182250850299
"RPS6",0.131169769080869,0.108694829544364,-0.0821867789229009,-0.19659466778126,-0.227645441781225,-0.151265324639255,-0.211254582806357,-0.0746134673385576,0.10014333586839,0.0788200540615819,0.0940126792074657,0.441463884363685,0.483082289838725,0.583736489528339,0.373484900062311,0.166113661890941,0.539575962624465,0.330356062180239,0.718350891409275,0.553293648493326,0.664769517842924,0.683007264439451,0.538509824460874,0.5479450421818,0.681226501181526,0.682879687031327,0.268511426553132,0.612024037766427,0.525976352344434,0.971150144921145,0.889968934452836,0.875022202556035,0.872723382913066
"IDO1",0.384605729782196,1.49984687796757,0.619170101551964,0.606935456632502,0.680025040828368,1.77980670033605,1.45961858463713,0.41994301277441,0.339909160635745,0.710058542428839,0.366633683501145,0.273371942533968,0.000964297706265487,0.162832332603751,0.217702286792826,0.0848655941147076,0.00391632088840345,0.113507517989774,0.250039299269904,0.415279240531481,0.174239940622709,0.189240358162715,0.371051605453779,0.0034326572436872,0.265599712546753,0.550195765061669,0.163938314911005,0.0117282413906685,0.25710368230614,0.959451781224681,0.846754555419374,0.593928610114294,0.557357088474493
"TNFSF8",0.224835982284768,0.190719957459118,0.475956169307256,0.230853619277985,-0.0742912663508932,0.181441520604699,0.88335022438796,-0.140604868778033,-0.16473395716858,-0.242609204835176,-0.538997185179617,0.262086038882859,0.127962229650724,0.0148728942860053,0.113357266631725,0.437090336846416,0.227882579117982,0.0114968792801263,0.449795360796532,0.464556022244965,0.354774684396579,0.0302114756093216,0.358310864752895,0.173269430579689,0.0462530668454889,0.483027266125135,0.548543526951377,0.301358737805556,0.0613889969108633,0.959451781224681,0.859276825459641,0.760051350569297,0.289825342286035
"IL1RAPL2",-0.157796152443522,-0.734237000054028,-0.155430667827831,-0.177686928660234,-0.646925124135125,-1.29263353540294,-0.507113329710137,-0.705340977692759,-0.408637221519308,-0.447860228068883,-0.481865516650104,0.704049391912686,0.0314197368815203,0.67570139643729,0.690937293281574,0.177792168089198,0.0103088547971405,0.271327620370254,0.138624414233025,0.361108116877856,0.30111338588042,0.363716241199632,0.769289490004982,0.0527702405784584,0.757320773036646,0.896950706415988,0.282669570613725,0.0250421107947706,0.458422188446459,0.936246853326614,0.81858849729906,0.719343551740645,0.717294050588822
"SH2D1B",-0.885805637895774,-1.3504474203612,-1.09067929045767,-0.237886368160855,-1.43429487570248,-1.38077148746376,-0.353194176743181,-0.408025879678762,-0.528846973411827,-0.886682393102167,-1.47515764073475,0.00496312705431867,0.000670730793236559,0.0281447755946498,0.332482402654594,0.00299658508793237,0.00156565402340734,0.267223784347336,0.142480248155048,0.0368797942157634,0.00320823512863,0.00113004922939228,0.0160521709299678,0.00270393800777515,0.0714347219128779,0.653916839033387,0.0190488660167541,0.00648449245504858,0.452840305211353,0.936246853326614,0.644369707505754,0.380547404229413,0.21328558383937
"IFIT2",0.387261891390266,-0.153765901543376,0.54017109925237,0.772198226177772,0.363324925752817,0.271842265743949,1.56291810945156,0.940215335751225,1.40781404357512,1.88413278282848,1.69622472688128,0.317660409776644,0.745070773482915,0.256960953291076,0.301236467878216,0.259984487204951,0.592719189468399,0.136873598857867,0.22898185898293,0.0590383695085714,0.0174376613700169,0.00208773780840291,0.413323659617426,0.780944551465426,0.366725913633319,0.628843562654004,0.371593989287885,0.659094422866628,0.282738893991068,0.959451781224681,0.661874343575451,0.469986492163312,0.21328558383937
"ICAM1",0.599771037305505,0.918141344463082,0.707479559441306,0.538759670238543,0.831709837798133,1.18346712695391,1.33885656555726,0.571825955817623,0.410395300759146,0.656072335445488,0.391018337267656,0.00703375587120231,0.00757373582624565,0.25116349567431,0.074343634123261,8.72708353357753e-05,0.000510451070447674,0.00400188806696925,0.227274826034943,0.292851594548768,0.0567806233784214,0.23615381009593,0.0211760948037261,0.0163615819757826,0.362649333039948,0.454292643224558,0.00374280157415218,0.00305162149854196,0.0374214252638009,0.959451781224681,0.798335783654638,0.495891052988922,0.620809003174181
"ITCH",-0.0403971132325698,0.0486354772408664,0.127571905661208,0.0464207657064529,0.154620118955529,0.0976727306796873,0.0880083831983422,-0.0636255693355365,-0.101846916744758,-0.0651406162458557,-0.013120777497604,0.56560629396152,0.160354578397074,0.118325738875284,0.212386170372791,0.102873710127503,0.169339614375548,0.336963395759694,0.446787952861221,0.040335271926408,0.107341819400975,0.851371565935245,0.650677159313456,0.209608987004027,0.206704840133984,0.541489065004503,0.187413661613944,0.237831815723475,0.527178269754236,0.959451781224681,0.644369707505754,0.559439044710147,0.947886295573245
"CXCL2",0.927991422264702,1.36483307559662,1.80463744699443,0.600906336907084,1.20277063265234,1.78897699840804,1.82187915016891,-0.164197947163073,-0.42298563747918,-0.66182182758191,-0.760980077765171,0.00974221710048509,0.0015680599152187,0.000365994971313429,0.144600874912008,0.000637173659141878,0.000213460887534385,0.000240312520299015,0.59481517149305,0.116502416446864,0.0888119581695988,0.00711300780877078,0.0271630289599732,0.00472086123411587,0.00517894210838892,0.483027266125135,0.00924718695062315,0.00173482660306446,0.0103895491225477,0.961712447162925,0.694109133778158,0.548917828042525,0.217851697711755
"CXCL5",0.240558716263893,0.188752359007305,1.54320248720245,0.710382636646915,0.259955369466879,0.0792314304993384,1.38582437997398,-0.516784065029825,-0.217711985172089,-0.597517349330676,0.360479892216256,0.388656696317571,0.673884019804926,0.0211156945885353,0.0102589582719767,0.573675892957364,0.92534410448982,0.0015518043567235,0.291275646811178,0.471867425599333,0.022860392746443,0.605328921902005,0.49102609400836,0.721017684706215,0.0588743011680343,0.32270438045582,0.67225787870366,0.938610686633043,0.022521058100141,0.959451781224681,0.861538589965234,0.480031639439955,0.845959482253223
"CXCR6",-0.663351967152347,-0.884872494370581,-0.242803150344892,0.0620774428720919,-0.334160800830753,-0.9724268483997,0.0479398062917007,0.325050768534677,0.510747299582032,0.0614560662723112,-0.788987787151076,0.012108240913993,0.00327516166999914,0.366853610152541,0.876155005496906,0.0730175957607074,0.0108015812763609,0.808758258859148,0.15581578822459,0.0253280577667829,0.781770382060751,0.109790380508075,0.0317280757283334,0.00842609775099779,0.474061971110362,0.962456839273068,0.146035191521415,0.0256877941278162,0.88266098800316,0.936246853326614,0.644369707505754,0.908587343421735,0.44986013903399
"NLRP3",1.11611950703359,1.35603842243905,1.29927063824991,0.439561629451085,1.06945784219771,1.59599273055141,1.25747217006256,-0.188316460996662,-0.171658541585563,0.120235666372514,-0.175844506841284,0.000867201521380487,5.51831777503942e-06,0.000166436274448644,0.0415968460724997,0.000587434945761967,1.31727255062706e-05,0.00853720809086584,0.413627404390707,0.461744336793746,0.624318052492847,0.507005992891264,0.00446816303572119,9.50082913903189e-05,0.0037681172535173,0.395860970600958,0.00874968892898087,0.00035960312595398,0.0522820054332418,0.959451781224681,0.859276825459641,0.867861112464012,0.808161430957043
"NCF4",0.579424695179801,-0.0585590355081319,0.468649919736946,0.47115541178327,0.325831807401771,0.318397362978152,0.437745312856917,0.335766564802301,0.159602594085207,0.484075365060976,0.7071437199054,0.0747174891074679,0.81890341255167,0.208898973065276,0.0965860113432473,0.311314091863822,0.384137854626355,0.110241390123846,0.322672470400733,0.637723348287283,0.0946317321909379,0.0311883208218455,0.132455016082846,0.845801699825265,0.323051417363241,0.482883270041671,0.426643525411437,0.456768961593523,0.251599301653616,0.959451781224681,0.939977643569276,0.548917828042525,0.291283232855248
"CD8B",-1.1500052427125,-1.408984640041,-1.13881935641564,-0.508995060756129,-0.96498199941553,-1.4386744121929,-0.598534427959926,0.0221910034600246,-0.227965642084805,-0.0476940033093271,-0.0225101454789061,0.00215336122109991,4.88769019308263e-05,0.000435970036824682,0.00100319789949355,0.00624149036795356,2.52067559914846e-05,0.0278599009543974,0.918849759585475,0.185185962507688,0.721438212112101,0.911038379584871,0.00873720493151999,0.000439116293537265,0.00573858234518069,0.230604953050371,0.0288695812677097,0.000460226577134848,0.102654522450431,0.994567917304908,0.746183109023892,0.889425593192359,0.969914388774128
"C1QBP",0.462462693728485,0.276162476710472,-0.581019032498143,0.0300623846384641,-0.0418241919578747,0.169951867345913,-0.047448152147475,-0.0882519710004902,0.210121868170871,0.131836184856657,0.24487837774024,0.00920878691043023,0.100021515057809,0.354770986317173,0.876946005001626,0.849165846974181,0.470408898880287,0.824099346536367,0.64973724165144,0.243557265749409,0.473703281350896,0.0874524510959489,0.0261918260869523,0.139783154377086,0.465894149084733,0.962456839273068,0.888406412915686,0.546717529294132,0.895278752667147,0.961712447162925,0.78445723884069,0.833116287096921,0.429505534913882
"IL12RB2",-0.246303199480985,-0.860456986726342,-0.318031590021702,-0.226729673299142,-0.226573742950262,-0.0170354175414346,0.316908488941766,0.161682989959259,0.0744852863421678,0.152343915931922,0.0800593800221749,0.165855093586161,0.0435614358176957,0.365614617035706,0.479026923013851,0.354301907264283,0.944656951029899,0.322537229617698,0.498470887017699,0.825670407243404,0.60259072466467,0.788795472987823,0.249002607346863,0.0694528807684951,0.473542044032516,0.75313677340511,0.466360184910661,0.953076353445496,0.517156011228377,0.961712447162925,0.97024528758119,0.863459114329628,0.923493754565326
"KIR_Activating_Subgroup_1",-0.780327473180183,-1.03235149213978,-0.167126706521756,-0.120980692064293,-0.888651807100367,-0.922762026887821,-0.350147461934037,0.132818580459442,-0.430415168624314,-0.185259588245462,-0.928037426494357,0.101810553074661,0.00660618473641761,0.66546090893336,0.755688258205834,0.00361730895634197,0.0205292524128786,0.401706588902512,0.645517837062602,0.294724063194409,0.558923954417622,0.00777571081701117,0.166065628358093,0.0144926378326061,0.747323163603734,0.906399793699382,0.0216520239266737,0.0420985745335087,0.58001512581332,0.961712447162925,0.798335783654638,0.852847881514312,0.217851697711755
"NRP1",1.30058390126967,1.69742695572507,1.20949348598679,0.3480741240368,1.48969238754736,2.08880969992321,1.5617796720293,-0.0751597200333289,-0.100867050438228,-0.081880369778782,-0.47213262106795,0.000280676172002878,1.06471057858744e-05,0.0172437562835289,0.209952909159089,0.000249294903941033,5.9230244434997e-05,0.0032129143793018,0.858557283972703,0.750321555568584,0.758730335028245,0.0987587823543237,0.0020613629658907,0.000160901285692666,0.0493779714921619,0.540151575382021,0.00531840866260992,0.000778821248066574,0.0339067188768039,0.994567917304908,0.968736319081343,0.897161851369975,0.441928895305035
"CAMP",1.40571866681798,1.72787774074667,1.33886618146982,0.688746454815949,1.02006124332893,1.23085349105246,0.785381242549346,-0.546422280219923,-0.172457475677905,0.366862326578262,0.259674444886087,0.0270625059977036,0.00260786286081672,0.0531577861324261,0.262548047944668,0.0276056600142984,0.0255084508866722,0.178281483391019,0.381324671808385,0.531938031751545,0.282721053772174,0.586066584384917,0.0589129938257701,0.00716529310302069,0.114837049431119,0.599783163247562,0.0694435714137461,0.0491431012766376,0.339755284846184,0.959451781224681,0.889489914668454,0.696488991975244,0.842822457326775
"IL18RAP",-0.818590703447023,-0.401429092162669,-0.0406568289853234,0.269348046921715,-0.292106758870713,0.142812113999586,0.220114962299614,0.0478114433844507,-0.0533059002543756,0.043598087424898,0.224629154954976,0.00535545201682284,0.0914199444737747,0.79355876160845,0.146548868703663,0.210559350068077,0.397189827911025,0.383096636348908,0.707723857965369,0.75650433398225,0.833312099518065,0.153074523993885,0.017222646826828,0.13033674703314,0.847460866170534,0.483027266125135,0.318653989675219,0.469330777865637,0.568771766982035,0.971150144921145,0.968736319081343,0.930285302420562,0.536365074258285
