"","C1D01 log2fc","C1D08 log2fc","C1D15 log2fc","C1D22 log2fc","C2D01 log2fc","C2D08 log2fc","C2D15 log2fc","C3D01 log2fc","C4D01 log2fc","FUW04 log2fc","FUW12 log2fc","C1D01 p.value","C1D08 p.value","C1D15 p.value","C1D22 p.value","C2D01 p.value","C2D08 p.value","C2D15 p.value","C3D01 p.value","C4D01 p.value","FUW04 p.value","FUW12 p.value","C1D01 BH.FDR","C1D08 BH.FDR","C1D15 BH.FDR","C1D22 BH.FDR","C2D01 BH.FDR","C2D08 BH.FDR","C2D15 BH.FDR","C3D01 BH.FDR","C4D01 BH.FDR","FUW04 BH.FDR","FUW12 BH.FDR"
"THBS1",0.918645791665444,1.24216594990368,1.30676867291861,0.419718592391695,1.15746898105602,1.60680538443601,1.97433613391403,-0.304512766622695,-0.779536930857975,-0.776865016293714,-0.882164141027082,0.0269257604359017,0.0322680239248472,0.00912685810677914,0.33689751298289,0.0293394990102326,0.0054523632004701,0.000109372364473774,0.321087185635036,0.0815510200775533,0.194995861876014,0.137712765382921,0.0588416231919706,0.0534026360861505,0.0337634097283463,0.656395911015091,0.0720429973284631,0.0152774137201291,0.0100586420952726,0.959451781224681,0.668954744404277,0.596581934172022,0.500531898162531
"FOS",0.936155635947411,0.875512420214813,0.545979893023185,0.0997512966533327,0.505404380522009,0.700450847320845,0.240400904402187,-0.732081061427223,-0.406168607999174,-0.250458630515787,0.220145157002891,0.00357503418283957,0.00976748242680779,0.287469325755992,0.690431040564267,0.23023028527784,0.108419785756038,0.468620798157561,0.0782545959750527,0.296202322557375,0.548113989207476,0.590681270436024,0.012646683421795,0.0201032547402662,0.396847898482662,0.896950706415988,0.338468419395474,0.163641596634447,0.644670470074812,0.936246853326614,0.798335783654638,0.846307064711294,0.842822457326775
"SLAMF7",0.293655134994047,1.08432777444092,0.802548754398615,0.499864904102528,0.38461259555726,1.13945214998301,0.968834971515518,0.76127607917364,0.323903884782864,0.398664841915254,0.0620950114017937,0.425205574457324,0.00310687818914144,0.0214263880767844,0.119287800319004,0.0593161450699235,2.90351391139127e-05,0.0550052159165776,0.040730479346838,0.373025363310758,0.182690182300656,0.884209518085471,0.527777094611503,0.00810785585522045,0.0590782819888042,0.483027266125135,0.124806461373891,0.000513559023077331,0.162999749784204,0.936246853326614,0.81858849729906,0.593928610114294,0.962366587792501
"LILRB1",0.621523017599585,0.766528135533609,0.63044838491582,0.318189594687455,0.153369059794999,0.70961110342806,1.50187787588069,-0.131880544811677,-0.183194393314065,-0.207047894214255,-0.529826530352194,0.0222396437878087,0.0834784539573851,0.0731501538147222,0.275704598619356,0.702628371233684,0.063054068579661,0.00454112485867896,0.676444724851227,0.624177447189638,0.690958889018603,0.173065875856538,0.0513200668443656,0.120225966768142,0.145785165701172,0.616793687029864,0.77858798618074,0.103745938418861,0.0381134292421403,0.96683766228736,0.935616901877149,0.880816962127318,0.547236233155309
"HLA-C",0.0386920581583598,0.0417775636472166,0.321282271038098,0.233885915528054,0.0485666806847916,0.23960105448659,0.391907608812851,0.185229356241765,0.0400073780781482,0.164975287878001,0.163329216719675,0.818329376646236,0.691425585986474,0.056382160159352,0.0588009682093215,0.711233811918019,0.0180138673693259,0.0820476062334662,0.171591184871287,0.782708135074162,0.156957033024019,0.277861407600402,0.852991578603627,0.734234299565373,0.120423783585635,0.437912473769421,0.784714108276021,0.0381867001162489,0.210341718728705,0.936246853326614,0.97024528758119,0.592251204610632,0.667328868928286
"TOLLIP",0.259311139313031,0.212433716012048,-0.250570738998516,-0.0541610401116396,-0.0940693779076189,0.0272535254498922,0.167964867867481,0.00368428412849031,-0.0517184951005321,-0.226428484903732,-0.160688462858889,0.0158249023516151,0.208541157752497,0.657339987690468,0.792731824478367,0.554179636151499,0.8464381188169,0.318623075045163,0.985482309291302,0.70654445568433,0.124353481282014,0.342469516540147,0.0392846260132199,0.265245607388569,0.74114428890997,0.927037629451974,0.657580029479557,0.877443178114223,0.517156011228377,0.999023509729966,0.962094539738596,0.56138943621495,0.710027693234502
"TAP2",-0.127653900579431,-0.263093246457681,-0.00681460540135894,0.102424019313544,-0.129810118970094,0.0821397799754247,0.30826667443588,0.190802090680369,0.222537209021404,0.378659042488873,0.303991163541313,0.212743399857548,0.0461453445750071,0.954945677082279,0.525246584097895,0.0175238305899742,0.39218846271508,0.213154625926835,0.0614748597566117,0.0663797034336117,0.00173567615618997,0.0378221681327657,0.302002572068685,0.0727528273800948,0.963456779373565,0.794891889303232,0.0524787730895522,0.465364087833826,0.37819911684824,0.936246853326614,0.661874343575451,0.380547404229413,0.298658119931902
"IL6",1.05101693053072,0.660077892328973,1.34213710330145,0.605556304212903,0.501894185157922,1.34276920591382,2.54950541732718,1.00167165915914,0.880434714328218,1.16485984428938,0.0138511147719804,0.099463072635856,0.152000638986865,0.0265335993004407,0.24723415692823,0.268401656964651,0.0702002355924098,0.0475029757547237,0.204130628433454,0.270149678557857,0.0742717746067857,0.981365633003544,0.162786119130944,0.20098988173377,0.0685754210230569,0.583060553422409,0.379788344604981,0.113849092679954,0.14455206600631,0.959451781224681,0.798168957868806,0.525472805343009,0.995265732081032
"IL21R",-1.06527520256626,-1.51796780294387,-0.749214946533703,-0.191607252179356,-1.10196549419178,-1.55948574041399,-0.339042339743237,-0.292407392657206,-0.0718456701363705,-0.357240685670035,-0.326135358516426,0.000486552818113859,2.20771689366409e-05,0.0170420497422279,0.223770180954269,0.00160089133676387,3.56620283033187e-05,0.0522028499862025,0.00526425946135466,0.755523080395251,0.068873221716265,0.0903906033248477,0.00310144509651126,0.00023140143737294,0.0492396681270665,0.553073897031076,0.012998953997429,0.000576705943419382,0.155509542590477,0.936246853326614,0.968736319081343,0.515859989790286,0.429505534913882
"CD84",0.234980831613378,0.566125351229927,0.403588015016579,0.278983946941326,0.307090703930229,0.401198424331126,0.353330622549924,-0.00352497332106738,-0.328385544645363,-0.407764247409497,-0.360212118417946,0.0965237971994618,0.0035438917093947,0.0671579726313471,0.0286950374128332,0.0556324457323501,0.0274624533196247,0.131175445420491,0.985602706043769,0.0750252820291142,0.0321990116778427,0.0313927159084277,0.159278335903485,0.00899481034761167,0.138727782880812,0.380075593997623,0.117932450503783,0.0522652642403123,0.279117677097736,0.999023509729966,0.661874343575451,0.480031639439955,0.291283232855248
"KLRC2",-0.860963756513378,-1.18253265629017,-0.649104880309191,-0.0302639652583982,-0.455988679411546,-0.721638458439463,0.33005395845337,-0.0426579456545229,-0.24638893329164,-0.619894308429,-0.373684363531669,0.00466693163283027,0.0015370949503063,0.0716975488760851,0.875807471263474,0.109366054364056,0.00318359472008274,0.209438333393386,0.826450082731698,0.034678698959216,0.0569486191595052,0.0795824815412403,0.0155381370834231,0.00467739646168476,0.144415703430122,0.962456839273068,0.19527188255538,0.00991672481603939,0.377273907704269,0.994567917304908,0.644369707505754,0.495891052988922,0.424940420305114
"TNFRSF11A",0.638936823053204,0.964239278720267,0.589561149759044,0.584537259144117,0.395424984941223,1.15052108740877,0.0610105887089951,0.584575345665631,-0.0534380100555208,-0.299299234383924,-0.676424011418404,0.131254607314599,0.00451188036542206,0.013330618794535,0.104681089255257,0.313469547155836,0.000371637766589997,0.880260895730319,0.0308483236457298,0.891357713551514,0.339452209006151,0.0849311797396187,0.206198075420495,0.0107299339782726,0.0431150299297533,0.482883270041671,0.42855981567682,0.00256520702304803,0.92789616846422,0.936246853326614,0.977729585019684,0.753467528211362,0.429505534913882
"CD3G",-0.65142820544614,-1.6405115459865,-0.905998644382772,-0.353834154584793,-1.20548996369224,-1.7014660973348,-0.6309729897994,0.0638539669925668,-0.00738309062168082,-0.168200836286356,0.0501889819543148,0.016597488623098,0.00211625610669045,0.00526176127326625,0.136974685917629,0.0331721149629868,0.00212233304768811,0.130719393274334,0.879889893363137,0.976664175653149,0.67113145962238,0.891881954092184,0.0409124709641489,0.00611122936932037,0.0246128667823859,0.483027266125135,0.0788883070128174,0.007651213407589,0.279117677097736,0.994567917304908,0.989656795300114,0.877275764771979,0.963368675603389
"IL2RG",-0.135083702867813,-0.319985258601971,0.213606456930568,-0.079812482784637,-0.511367123763445,-0.0969395525312645,0.0416527855230614,0.154860903212728,0.32037172367877,0.323649098866281,0.523264295893272,0.434435030115789,0.0741216123966313,0.125502007069434,0.703834683822156,0.107539203111584,0.640035684370693,0.82073364016201,0.486471021512567,0.088094842697832,0.232564350765589,0.0346178251427655,0.53320183399963,0.108968396406476,0.21656748780884,0.897060282215219,0.192617686585939,0.703417858939441,0.89333700063788,0.961712447162925,0.671383246867717,0.632843377564056,0.298658119931902
"IFNGR1",0.614242821575136,0.729209466624798,0.199734647630684,0.272616961275153,0.356807989836669,0.493423818323167,0.386166830610629,-0.157351134912856,-0.0550010275863529,-0.14824662205432,-0.0710718580583208,0.000212749679450616,0.00108667167138316,0.689413094130366,0.13533695994992,0.0924685663395539,0.00750254906965323,0.057469931229445,0.524387025578137,0.685881685091618,0.47992085994504,0.665093556947747,0.00180298666028001,0.00377335071167406,0.765113355446642,0.483027266125135,0.175263245942446,0.0193901496503366,0.165959087121765,0.961712447162925,0.956179886112946,0.833116287096921,0.86975625303451
"LRRN3",-0.814563064700481,-0.782909740660232,-0.163154050008353,0.243531655171822,-1.14927375555093,-1.37855737999057,-0.57507791534522,-0.441281257723362,-0.13827190720671,0.236312527806923,-0.0714108112221353,0.0349164220202649,0.0257595697038407,0.515530043057712,0.4576777223663,0.0112920422401966,0.000557890600029969,0.170762551801217,0.213222634142337,0.542179608521411,0.484868037054908,0.859860669328094,0.072390823675714,0.0444509647938227,0.619091414124416,0.736946520430373,0.0420479993944163,0.00325532040842229,0.331811646998219,0.959451781224681,0.889489914668454,0.833116287096921,0.950586719591885
"TLR4",1.08979427831061,0.948758902530441,1.14415986039987,0.499864896621235,0.637624000306237,0.921877113470577,1.12087166445399,0.0226596157301057,0.0312112231101918,-0.0457356992925681,-0.152650273991895,0.000200676590422696,8.94606807908959e-05,2.21930977619209e-05,0.0497744526152944,0.000941668151642476,0.000291539695945292,0.00012570126404519,0.905648239529345,0.818270844436221,0.864366635153413,0.533061322501479,0.00174743000275763,0.000640946143387937,0.00237250498983706,0.41242375282146,0.0110813841244107,0.00214725588029646,0.0100586420952726,0.994567917304908,0.97024528758119,0.939024022066856,0.813708123296148
"LY96",0.53470117969549,0.693604527175171,0.68040774941338,0.251020298022432,0.512558074064379,0.940412346294247,0.525499015947143,0.111868265983157,-0.0454745576292479,0.0469611874114567,0.277873415645726,0.00980045525908507,0.000267940895515652,0.0080039433787594,0.0910758233536128,0.0805631161214669,0.00277776927679282,0.120591494914105,0.522823122689868,0.857473244350801,0.86085086474465,0.267296879106388,0.0271914591992262,0.00137781146359469,0.0313704014840894,0.482883270041671,0.157197346390355,0.00919425386353647,0.262961891521049,0.961712447162925,0.972604922450007,0.939024022066856,0.657782754670502
"PRG2",0.78725714248621,0.801805536295997,0.876933838064144,0.184921756921054,0.68980201154536,0.704470923891156,1.11538902936018,0.212956120518757,-0.120867445319396,0.0999702743856224,-0.571897822718894,0.00479330174483584,0.0250991670368561,0.0161573653546977,0.523348763178057,0.0294027073902385,0.0519491664039015,0.00505540028801473,0.545390994568541,0.756318797393144,0.711673600274728,0.0336899692597938,0.0156239256652083,0.0438460757495696,0.048056002996332,0.794143163428365,0.0720429973284631,0.0880336173191863,0.0399399168945992,0.961712447162925,0.968736319081343,0.889425593192359,0.298658119931902
"AXL",0.407915125641649,0.4868965157825,0.451783948449325,-0.0847536169889585,0.405367012077357,0.750005160425579,0.605862714825296,-0.306871947427789,0.109474155886698,-0.417259885489968,-0.12082358346977,0.0142236258633784,0.00356643498491061,0.0752555796173728,0.499511671501591,0.0407999910428312,0.00773896051868411,0.0706044835090891,0.221323804710098,0.609310138700659,0.0379952613122574,0.452487720304192,0.0364279286817744,0.00901161697080093,0.148932370851164,0.768270668668207,0.0916380751200097,0.0197308633043928,0.189866256641483,0.959451781224681,0.924583213148989,0.480031639439955,0.778443920036999
"USP9Y",-0.385926584442771,-0.852964293398674,-0.280730289134548,-0.431172095210396,-0.446522169520808,-0.819144079468233,-0.55286106663265,-0.0511533391806581,-0.0715624519090914,0.176588783884057,-0.473383630127109,0.0944591687346953,6.48579700309651e-05,0.141294433618897,0.18362178551301,0.114743590222395,0.00245446858412982,0.0496714665579807,0.785540242296461,0.710474973776609,0.390967920715203,0.0384652617491919,0.157131663117869,0.000524423014821803,0.237307565069126,0.524898639395776,0.202320473725469,0.00841957102192411,0.149542819530942,0.986546483441693,0.962094539738596,0.807619865418996,0.298658119931902
"IL1R1",0.788707135168468,1.49685311179683,1.58098629245632,0.555804851235577,1.04877015247707,1.36326348220381,1.39203261254844,0.0761303688984817,-0.194794609458957,-0.519433097310419,-1.03191399668662,0.00804313323768396,0.00255096322758828,0.000490565932178816,0.100626729926238,0.00831015988225793,0.00980549094980109,0.00699391418428605,0.795997503234486,0.651531776826221,0.12884579638282,0.0712784604898544,0.0237104865235892,0.00707767248438709,0.00590766633219595,0.482883270041671,0.0348411147656147,0.0242354055789843,0.0480102341026396,0.994567917304908,0.950430375473301,0.56138943621495,0.407511198356137
"CD96",-1.01166238220229,-1.63209892097966,-0.713207459222665,-0.34826777020067,-0.903031313968638,-1.42009266826002,-0.44926757525288,0.123942085287385,0.027388958565888,0.109361554250953,0.0302807957190886,2.05257433768601e-05,5.4225934430513e-05,0.01024851738287,0.108261922071303,0.000382155603188177,6.19204172491093e-05,0.0169238709468229,0.477003049631301,0.861165729491771,0.570125706455992,0.906999701898336,0.000387252358376761,0.000465028467995005,0.0367130432829393,0.482883270041671,0.00636176680601494,0.000778821248066574,0.075948883554545,0.961712447162925,0.974323447142603,0.858221143228966,0.969914388774128
"CCL2",1.10717677441546,1.66613150588081,2.18114440839066,1.28561914096734,1.17713319114109,1.34250913927114,3.06527777518111,0.484560458656798,0.38918554974439,-0.515701431686858,-0.745107828180653,0.0439198860283992,0.118615582500307,0.00765300057303132,0.0652272952602739,0.0718889128834015,0.155526554289629,0.000160193051911901,0.355566771755192,0.498059866632616,0.431498839615123,0.222844931767366,0.0857195016968067,0.161774505289575,0.03050421355166,0.454292643224558,0.145227611180628,0.221175954090276,0.0100586420952726,0.959451781224681,0.875563847312006,0.828834241931346,0.59777360843758
"GZMK",-0.718110511644274,-1.32041487622252,-0.673504782466828,-0.292651405281069,-1.08725912010314,-1.02031291012528,-0.251297971479158,0.137544288382008,0.125634283412146,0.351428501171488,0.589919714388719,0.0392018204922215,0.001012317866758,0.00309324053140333,0.396534987123604,0.000944169564001794,0.0144486937413576,0.447213869836244,0.669460608095747,0.624479884157328,0.317107168792214,0.0644772042542972,0.0792436799949906,0.0035588317551865,0.0181384395686545,0.692712354049259,0.0110813841244107,0.0323239551684127,0.624995185993368,0.961712447162925,0.935616901877149,0.732582275658748,0.392409651698196
"CD46",0.0124646069312784,0.0412609367020133,-0.0163214950167839,0.0941789643359603,-0.0580857878731853,-0.0148009900279665,0.131095156016768,0.0500584116802849,0.190212589290109,0.155985485431303,0.34014402798131,0.928769390707052,0.629505835340666,0.914102078385774,0.572674681416657,0.779432398230429,0.928277197724223,0.406530013260075,0.780092466027294,0.103198484942564,0.404407488430987,0.0615960020951221,0.945473876151423,0.682567629890454,0.932722570454172,0.828986878981658,0.833948463891158,0.939901420235976,0.582521487354943,0.986546483441693,0.671383246867717,0.815509691155198,0.387013991701971
"IGF2R",-0.0186152465686116,-0.0510947156835146,0.333133639469529,0.132760757861459,0.148748715593165,0.135120368419807,0.246349247571234,0.086287904761362,-0.0858395554167202,0.0659006211599217,0.0588561081450839,0.909451091892722,0.699046303256898,0.0140925119301655,0.286271628583511,0.273170604565455,0.276188514001085,0.167827239902593,0.586541098613275,0.707875867308939,0.605417038084129,0.748303813680039,0.929150393522168,0.739551789987672,0.0448110210813126,0.622618019841374,0.384613338766287,0.347383775388031,0.329823073091855,0.961712447162925,0.962094539738596,0.865134038813044,0.906937812725701
"CYBB",1.06610677766877,0.955934566585585,0.794246306799648,0.316493207568477,0.609371443930018,1.23802646643908,0.817132346016507,0.0371296271536134,-0.0362136476759454,-0.0196009398365801,0.214931362414083,1.50895773295305e-05,9.61008404960358e-05,0.014989477943521,0.346493297675113,0.00305453414818332,0.000348104779358755,0.0169466646118707,0.881629082370073,0.871140000600587,0.956043150737261,0.451714550038445,0.000350863017798899,0.00067151945334267,0.0463608989947151,0.669335175713699,0.0190488660167541,0.00243243586564265,0.075948883554545,0.994567917304908,0.97455468302151,0.980624388400518,0.778443920036999
"PRKCD",0.439064535059246,0.477126570037049,0.641155357115028,0.415421115970105,0.638634838217108,0.625235699888547,0.713625120079074,0.287451430512376,0.284030445097752,0.281301925794335,0.210331221190233,0.0150750478877938,0.000690888486485784,0.0146205477543424,0.0306872837012419,0.0118421817988438,0.00810835540456721,0.0396195324324861,0.25455671748525,0.247380692649123,0.128299519193002,0.273499376353027,0.037797842510564,0.00273943381329712,0.0457957231272067,0.380075593997623,0.0427721539331785,0.0204880766026118,0.1282622139651,0.959451781224681,0.78445723884069,0.56138943621495,0.66560492239126
"IL15RA",0.0864556857263751,0.518314225692538,0.408020922533662,0.171848723320248,-0.117442359008815,0.109781879795429,0.744258444402043,0.101950991872926,0.243301179688591,-0.0324838151470705,0.141080727334522,0.522949412001623,0.0099704575600145,0.0375987976853677,0.402980452990476,0.584166380769941,0.644219572813014,0.108365353007133,0.617958157149673,0.348104028066989,0.914829661506913,0.416373741262484,0.610287355036946,0.0203728482995242,0.0885532823381062,0.694227879479403,0.678928483605312,0.706643950023578,0.248318987052781,0.961712447162925,0.81858849729906,0.962207688822162,0.75921911288301
"CCR3",0.100975798506319,-0.359803457134817,0.00815349171531186,0.108751491804042,0.294475169924533,-0.168065240427689,0.36732829633035,0.302306228040477,0.163238981574247,0.0466939163454567,-0.0180137447230073,0.61342550701094,0.346581735649537,0.983104588269685,0.67361618730014,0.14831952234521,0.551311964115867,0.254898320180572,0.250821031286175,0.538437678381962,0.805281763305526,0.960565486211674,0.697186419614843,0.413850764509785,0.983104588269685,0.896422770514443,0.244748832791222,0.622839464450261,0.442553525221484,0.959451781224681,0.889489914668454,0.912315510268512,0.988054541019438
"IL8",0.59866795189609,0.622194123602831,1.28012015243959,0.4530831096523,0.983689259175535,0.931901997533974,1.40185201840678,0.646521298138096,0.290477628082213,0.252930673111987,0.330984678275904,0.022147591594696,0.116768278782598,0.00699817837284862,0.192776713616364,0.000192785119332873,0.00698494526411419,0.00179575326908294,0.176181502072864,0.448734601424224,0.485320657795962,0.334698778451667,0.0513200668443656,0.16041467424988,0.0289121821827177,0.537495664565824,0.00481109095195866,0.0185609343637964,0.0247901548853888,0.936246853326614,0.859276825459641,0.833116287096921,0.704236091463359
"AIRE",-0.545324059944051,-0.489223502526608,-0.398152737977391,-0.303564849522984,-0.305053315204543,-0.343214823215851,-0.00935501437658748,0.00392866202167128,-0.828876450752055,-0.144709522809404,-0.1931396121915,0.122029458073692,0.0970263630564173,0.0925593711042872,0.380484734177264,0.468454833603837,0.256755311969201,0.983633532623591,0.991657805525391,0.13104426413956,0.546381864193233,0.677672274890846,0.193469673024397,0.136949928902574,0.172410255600266,0.685841909376852,0.57640312134733,0.328492425806476,0.990634483033723,0.999023509729966,0.713183206759531,0.846307064711294,0.86975625303451
"SLAMF6",-0.689854985609673,-1.04512027531605,-0.588154289540163,-0.211546332527041,-0.655456166539052,-0.73798137405862,-0.313943334647687,-0.143216474926529,-0.337519311072866,-0.15012479414076,-0.095938146366772,0.0495941866276458,0.0428842273242218,0.0281342498547253,0.538360822609454,0.137175317158493,0.0246800957058559,0.221993707069832,0.588032126101382,0.434953460761921,0.724827243274496,0.846051062632142,0.0941956699035152,0.0686268705199749,0.0714347219128779,0.803990041152905,0.230389405079249,0.0481687385155671,0.391428156391043,0.961712447162925,0.859276825459641,0.889425593192359,0.947886295573245
"TNFRSF13C",-0.500465298766607,-1.13945820957819,-0.50267600203348,-0.338605006653816,-0.789733126619195,-1.32370353810381,-0.342751965955215,-0.0995994759436258,0.38019287274935,0.22248356389589,0.13857047738755,0.0125658196600599,0.00156563267107422,0.0782374606418105,0.0683394651840885,0.00537176176800173,0.00258359710969367,0.164750675394715,0.689044022946496,0.0144967560319973,0.237113987228385,0.561690044151595,0.0326250180164857,0.00472086123411587,0.15113448028418,0.454292643224558,0.026670325970956,0.00875638301848274,0.324908997468323,0.967739248108478,0.531991257862402,0.637836485990126,0.842822457326775
"MAP3K7",-0.0534791576677585,0.0779107920492316,-0.0607997336352363,0.0149156160555072,-0.0649758605583334,0.103602197142592,0.0928741250231306,-0.0658438167717703,0.0764950425086424,-0.033261847258929,0.0508391677591172,0.488643375834588,0.363628126359443,0.705018980969637,0.855662989657203,0.643648489563309,0.335126618118499,0.321424361809953,0.555202725503106,0.404629930676491,0.684274241614319,0.63287074456779,0.581033930089027,0.430572216567876,0.776343858421819,0.960923119337255,0.728610090185666,0.407917560978647,0.517156011228377,0.961712447162925,0.845234133368697,0.880225501712965,0.852868670060402
"TNFSF12",0.373752578000131,0.113811967180495,0.16530240499972,-0.0396765148050053,0.0107911604521187,0.0548360992195506,-0.0859596824435543,-0.296418469116375,0.0362667209805152,0.036642666827266,0.369145844901712,0.0738699362543757,0.430506255837055,0.444150598091967,0.865598130363747,0.962727228684075,0.814638323333096,0.73190911072184,0.291623258655636,0.849193284526907,0.894735228238362,0.162357030723386,0.131479194716908,0.500341972903025,0.553720789691747,0.961689034745299,0.973042163277119,0.852283347516696,0.843707854722122,0.959451781224681,0.97024528758119,0.955509696571534,0.543967645718547
"IRF2",-0.0645104384060964,-0.25518398782973,0.115821028532182,0.0339596856905754,-0.278509867302802,-0.488711460515429,-0.0146399347567606,-0.177831350619625,0.0566318219977986,0.0311375875243029,-0.332147785964232,0.785436080264613,0.409822508129986,0.630595370217439,0.869937784080553,0.377527094243825,0.171627314345668,0.949675803984271,0.371871830702046,0.834557354515494,0.911345713280059,0.232410911507465,0.829397054906289,0.478267091962004,0.71670076213468,0.961689034745299,0.490092512252305,0.239239506755594,0.978024100818176,0.959451781224681,0.97024528758119,0.962207688822162,0.614694279968341
"TPSAB1",1.53693119353883,1.57767321728148,1.63769783162149,0.716659208947625,0.946044695186914,0.690924047097135,1.63203472091038,0.392106028406941,0.561593015771154,-0.162173210306079,0.853643418620809,0.000245694417629287,0.00080268049531644,0.000304358187526347,0.041465187509655,0.0101722229747252,0.0744151231581754,0.000260362846684614,0.11979513363019,0.0955540953033036,0.74714577285221,0.0212401543032692,0.001866794577684,0.00309021091215814,0.00514392166721505,0.395860970600958,0.0391665183924792,0.118980112168156,0.0103895491225477,0.936246853326614,0.671383246867717,0.892414360896507,0.245345455829599
"IFI16",0.114591795704231,0.262027031804417,0.380687205364732,0.444137281052643,0.192083205016012,0.45912313728735,0.760486391462703,0.26883715080546,0.32796045269108,0.0466397434297302,-0.388208094518812,0.606466947292625,0.11727428400763,0.00375357217451068,0.0329040708584515,0.25841404426836,0.0151296347178727,0.0132973342800327,0.247650162123183,0.137321311783657,0.789642137201148,0.134320467236521,0.690664571765847,0.160719720940239,0.020042658969557,0.380075593997623,0.3702844279896,0.0334506767590466,0.0666043469247658,0.959451781224681,0.715116032643204,0.912315510268512,0.496897937620071
"STAT1",0.494056401270312,0.993548960162363,1.07024594461343,0.7132889043114,0.611802964524289,1.25105446087023,1.58214037898467,0.657859222934609,0.630366048060636,0.626940531365339,0.288646039503252,0.0628602514932638,0.00816547660609676,0.00240011241269908,0.0470628780621291,0.00754664917376658,0.00143124323372191,0.003102192600205,0.0920967997851498,0.0771140699414667,0.0701788325333075,0.274707739528577,0.11589219004947,0.0173095871125497,0.0154370866544055,0.409809061279463,0.0326061330713884,0.00609085466380905,0.0337661733022313,0.936246853326614,0.661874343575451,0.515859989790286,0.66560492239126
"CD81",-0.0790729485142408,-0.117165266856368,0.0659037146404436,-0.0510163402065724,-0.415380172790022,-0.414365541703443,0.0325375753514216,-0.00709230143201784,0.163690627998361,0.114433081276904,0.160640747783167,0.628420788274728,0.605356967668968,0.610344456361756,0.841621412843741,0.063548281873195,0.203638057963735,0.88109475692126,0.97842595188475,0.355450177130773,0.563580925512542,0.463262577735027,0.708538179608558,0.6614518218159,0.699301543118935,0.955183385649074,0.129849557906962,0.274426525732082,0.92789616846422,0.999023509729966,0.81858849729906,0.852905892620585,0.78182425596799
"HLA-DOB",-0.0711202628321148,-0.326828217659042,-0.328810649011427,-0.0961495796381322,-0.314791859896601,-0.327517652310478,0.0365266454950952,0.183849898951992,0.117684517313103,0.318380554714643,0.0972337460841702,0.706612926624254,0.0976635977388792,0.0163016829952222,0.667680408501293,0.124878899941089,0.0895062760693727,0.895790829573857,0.458504256117077,0.479467033392057,0.0239795578597024,0.721005185892298,0.770602921906219,0.137506458507974,0.048056002996332,0.895101463187001,0.214186234444414,0.138039651921703,0.940663468532102,0.959451781224681,0.867023453354326,0.480031639439955,0.894851579028174
"NOD2",1.07486718643247,1.44337387229292,1.18633119708017,0.603808595699663,1.15532250885515,1.39320226334743,0.92128620220847,0.00335359857840496,-0.218201104621229,-0.217065407711286,-0.0608209921364888,3.37505252403391e-06,2.008548717418e-05,0.00174612250651653,0.0270084396787232,7.1437823151038e-05,7.08939315391723e-06,0.000532876791928871,0.989625496430393,0.183367070155349,0.172099558437969,0.807545760818677,0.00022894586900302,0.000227367714811717,0.0128480314883295,0.380075593997623,0.00374280157415218,0.000241415801001737,0.0143622982967496,0.999023509729966,0.746183109023892,0.593928610114294,0.923493754565326
"TNFAIP3",-0.717265348178158,-0.717151102241867,-0.0838804660520819,-0.109492485450414,-0.385593682705318,-0.529298438564537,0.202015863342284,0.0690619933208515,0.175305499559765,0.305014435390312,0.283466440606137,0.001256629374225,0.000380106360242238,0.599141584226043,0.376332261692414,0.00915139762476527,0.00607135906371706,0.613011857671404,0.78579641178564,0.506313213203233,0.185733858639982,0.00514270359045803,0.00592710188176126,0.00174536790543906,0.692069666677429,0.683540688067062,0.0361155135812447,0.0163637582383993,0.765926515324535,0.986546483441693,0.876370882792141,0.593928610114294,0.217851697711755
"RORC",-0.0238840556325396,-0.591625922391517,0.143997438821461,0.153487532296191,-0.0879173414021472,-0.745238848980818,0.763959373944792,0.470909090934575,0.181074630718102,0.119548975956949,-0.359910683789269,0.951045714146504,0.079245683381277,0.678443594583392,0.72375165102899,0.643622182289257,0.018509316298397,0.0425268607430838,0.0783345211664806,0.567717213535319,0.668432422111596,0.247957251349962,0.961235489655217,0.115178714270889,0.75739462432781,0.898194940995768,0.728610090185666,0.0386578340401945,0.134557824484139,0.936246853326614,0.893669020622868,0.875770256748064,0.639993945542689
"SYK",1.08057905206756,1.12414180234805,0.929864014516147,0.142586484707007,0.683747257187643,1.2430163843038,0.661501847592783,-0.234395059882914,-0.0500005463654782,0.0649620736687475,0.191655490168555,6.6365175860694e-05,2.52672320800229e-06,0.000455958415691322,0.47570006191619,0.000683928478686193,0.000148366841055603,0.00707847551151942,0.344833231547478,0.826232781301562,0.826710478026646,0.522549904381161,0.000894349750884591,7.52697545120684e-05,0.00583403778996349,0.752084455431742,0.00944154924235086,0.00135497024069787,0.0480102341026396,0.959451781224681,0.97024528758119,0.924739388464589,0.808856989372279
