"","log2 fold-change from baseline","p-value","False Discovery Rate"
"IL12RB2",-0.0170354175414346,0.944656951029899,1
"KIR_Activating_Subgroup_1",-0.922762026887821,0.0205292524128786,1
"NRP1",2.08880969992321,5.9230244434997e-05,0.0310958783283734
"CAMP",1.23085349105246,0.0255084508866722,1
"IL18RAP",0.142812113999586,0.397189827911025,1
"MS4A1",-0.940630610283849,0.0729826110181148,1
"PIK3CG",1.00847463002845,0.000137056275091003,0.0697616440213203
"CD80",0.21963203023031,0.553334394184957,1
"IFI27",2.24006270702839,0.00228110199908408,0.921565207629968
"SH2B2",1.23683213475292,0.000325827717700085,0.159003926237641
"CTSS",0.864561140073586,0.031134994311415,1
"IL27",-0.235227939126415,0.221437020576274,1
"PDCD1",-0.857953536419356,0.0283292656774824,1
"PSMD7",0.242822405563335,0.000865730220979593,0.390444329661797
"IL18R1",1.06989007797986,0.000683354710008339,0.315026521313844
"CCR5",1.40719573894313,3.1072359806086e-06,0.0017338376771796
"S100A12",0.758204972394597,0.049398805469305,1
"ADORA2A",0.543131261709696,0.05271014570601,1
"IL12B",0.0921253516366561,0.836780084124144,1
"GATA3",-1.04562451072443,0.00446187205489808,1
"IL10RA",0.923864019924202,4.51427424267824e-06,0.0025099364789291
"GZMA",-0.33951779316316,0.114206541392439,1
"MAPK3",0.501738589673701,0.10913538504367,1
"VEGFA",0.676452834118657,0.0347788484973948,1
"HLA-DPB1",2.54258773318389,7.50602594183577e-07,0.000423339863119537
"CD48",0.0613531505020372,0.717531870290748,1
"MIF",0.19612591552004,0.536666187718223,1
"CKLF",0.808514952473351,0.00269220445485114,1
"LRP1",1.01224703662536,0.000819418043770578,0.371196373828072
"CD274",0.00558443497103476,0.986741314291068,1
"CCR2",1.11579893886516,0.00117587368509421,0.522087916181831
"ITGA2",-0.448840747789343,0.304364896565046,1
"PDGFC",0.71089740377601,0.0778826427849055,1
"FLT3",2.99907102833639,1.66619116541607e-05,0.0090307561165551
"IRF5",0.855168929262413,5.98042630068594e-05,0.0313374338155943
"ILF3",0.0411079672035632,0.752362000169693,1
"TRAF6",0.0900906116011152,0.57805819254427,1
"CCL4",0.457206473828483,0.238718888021679,1
"CCL3L1",0.804162668641389,0.0461477721189242,1
"HLA-DMA",2.09917880298006,1.64204700200119e-05,0.00891631522086644
"LILRA5",1.41185416780912,1.56958907022428e-05,0.00853856454202011
"LAG3",-0.401072415469991,0.181410683700983,1
"TAB1",-0.771841970386255,0.0012013113519647,0.530979617568396
"ST6GAL1",-0.576157520955819,0.119672748761566,1
"HAMP",-0.534159991264943,0.256808366879696,1
"FLT3LG",-1.69578568265246,1.39775066625222e-05,0.0076177411310746
"CD47",-0.231254428739689,0.406951479384727,1
"SELPLG",-0.174494484652887,0.580973732352722,1
"TICAM1",0.799154616862302,0.0282779042842482,1
"CCND3",-0.530929835915465,0.00937896413834739,1
"HLA-DPA1",2.67637687097849,0.000127097312034192,0.064819629137438
"TNFSF13B",2.17012260227515,0.000814094003079245,0.369598677397977
"DPP4",0.245415030839201,0.600328872658243,1
"CD2",-0.899166007024626,0.00762501168334315,1
"EGR1",0.863408449850819,0.0245072706648998,1
"PLAUR",0.948003216295711,0.000593676384346366,0.278434224258446
"ITGB2",0.608441696776469,0.0406481308952023,1
"ANXA1",1.57789202828006,0.000708440954035893,0.325882838856511
"SELL",0.267140206161373,0.504942525872852,1
"LAIR2",0.13215914209566,0.586313935415923,1
"CTSW",-0.664743941815009,0.0252625568488676,1
"CD74",2.1964672586107,2.08695939275911e-07,0.000118121901630166
"CD3E",-1.38802300300812,0.000421998433287316,0.203825243277774
