"","C1D08 log2fc","C1D15 log2fc","C1D22 log2fc","C2D01 log2fc","C2D08 log2fc","C2D15 log2fc","C3D01 log2fc","C4D01 log2fc","FUW04 log2fc","FUW12 log2fc","C1D08 p.value","C1D15 p.value","C1D22 p.value","C2D01 p.value","C2D08 p.value","C2D15 p.value","C3D01 p.value","C4D01 p.value","FUW04 p.value","FUW12 p.value","C1D08 BH.FDR","C1D15 BH.FDR","C1D22 BH.FDR","C2D01 BH.FDR","C2D08 BH.FDR","C2D15 BH.FDR","C3D01 BH.FDR","C4D01 BH.FDR","FUW04 BH.FDR","FUW12 BH.FDR"
"ITGA2B",0.0309731346596114,0.0452658441926822,0.0946091035375152,0.364938649826021,0.108885172154075,0.188605429241256,0.123004792124279,0.0203758337883024,0.573829882466629,0.0508224485539982,0.909563418755729,0.913069983079055,0.561345259470299,0.0891722858856501,0.482849500747543,0.381571898454672,0.493325850845324,0.920698466778846,0.0542117427166482,0.803342206094914,0.995863139971032,0.969696649124639,0.923090332345339,0.985597039484581,0.964187665358425,0.840484054648286,0.976462085782201,0.999422392379728,0.855921200397625,0.939247624853164
"IL1B",-1.14057114659288,0.322708505241784,-0.29947033567421,-0.113954656644603,0.315821878846705,0.0289951910502849,-0.780759469373119,-1.06608217719316,-0.71158352332505,0.853221280153525,0.180766630255161,0.505303074042286,0.590736839601767,0.799290121695848,0.566768542203663,0.959876749781038,0.352736271631998,0.26446559338431,0.168683433089793,0.421599856311131,0.829332058865982,0.818220331307987,0.923090332345339,0.985597039484581,0.964187665358425,0.990823453540776,0.976462085782201,0.999422392379728,0.855921200397625,0.76764715439974
"DUSP4",0.0917095331534304,0.100029835171128,0.0337638429304439,0.185791971782335,0.145528748261111,-0.0623588332282182,-0.268204767844453,-0.403451657351549,-0.134200208270465,-0.262601044031596,0.737866809713157,0.742966376317846,0.836809661398762,0.251281696255025,0.339969543385078,0.798423569852202,0.136964819607704,0.138430497108537,0.434561899720185,0.213430057898592,0.938825725477138,0.926529475717209,0.966600547656529,0.985597039484581,0.943248831156638,0.971967707071112,0.97228035876662,0.999422392379728,0.925504671078065,0.648584024125592
"IL1RAP",0.190936512751275,0.52670705855832,0.313346104034921,0.3251304412795,0.262134036579497,0.190674082539704,0.147118849075775,0.234194083533238,0.493589644103598,0.215577732614035,0.449007730285027,0.0641651427313577,0.205787548133464,0.239374148147682,0.312048325490508,0.266029912233823,0.44681390516088,0.154854700765637,0.0140776720608131,0.250207143967026,0.852813340071561,0.457578326455565,0.835609065321038,0.985597039484581,0.936318007262182,0.784234012105957,0.976462085782201,0.999422392379728,0.855921200397625,0.67436782612065
"GPI",-0.0986171074763164,0.173499708720276,0.0500951803375154,0.0597422832010932,-0.0106979453801736,-0.0326959329457717,-0.0512675203757149,-0.0446561363544925,0.0451000209025754,0.127612823118371,0.407532120341815,0.098299788721315,0.55979467843023,0.606344511809708,0.904798291585684,0.746620818513427,0.668610579795878,0.717066187350418,0.736176164705898,0.232213030945939,0.851663772031153,0.50407125250552,0.923090332345339,0.985597039484581,0.980338618042941,0.968244741048395,0.976462085782201,0.999422392379728,0.951009965507351,0.664359860652414
"JAM3",0.209976598955904,0.431472418932123,0.0859586149168896,0.285119223684747,0.27371811841042,0.177941012016307,-0.0209521379304406,0.123096241268724,0.129615930929123,0.219501550581954,0.245246399922523,0.0127949169820239,0.6368671442978,0.201458206990934,0.157711064950712,0.414225818538608,0.920944542866504,0.621580131901805,0.458150072559547,0.413655950920926,0.829332058865982,0.373245874658575,0.923090332345339,0.985597039484581,0.872198138865918,0.840484054648286,0.999874676446854,0.999422392379728,0.925504671078065,0.76764715439974
"MFGE8",0.146959313737251,-0.31456805846701,-0.282763131575812,-0.147496522584903,-0.0211243950197831,-0.227517549910838,-0.326314545710702,-0.182385344832004,-0.137758520307135,-0.265979781436634,0.29922754016823,0.0188704222411922,0.0512295695376987,0.289461102871118,0.861416495292749,0.204668735404155,0.0508614720034187,0.282552239095898,0.391461875275888,0.00816674094511701,0.834299446971518,0.373245874658575,0.827091246397003,0.985597039484581,0.980338618042941,0.773568032233672,0.97228035876662,0.999422392379728,0.925504671078065,0.367711989104922
"CDH1",0.379431598978345,0.371066865450044,0.657873474811343,0.534636025035964,0.289745025364782,0.749595378660329,-0.242033018845322,0.0471225355147348,0.8314828325828,0.142773880111711,0.243999631394336,0.33762165861839,0.101448100469195,0.200475657198009,0.450336151671872,0.0252562773808881,0.465602063334898,0.879227189488718,0.0290027270200116,0.783480184787328,0.829332058865982,0.71283622055727,0.827091246397003,0.985597039484581,0.964187665358425,0.663003192584927,0.976462085782201,0.999422392379728,0.855921200397625,0.938116273227929
"FOXP3",-0.228311955080755,-0.165297728639395,-0.293458983633182,-0.167364512059062,-0.00323583129904737,-0.434557557555709,-0.0644811434382272,-0.109865272009627,-0.348961995381727,-0.547960675790091,0.54286430797264,0.611412729138019,0.553740356883636,0.535657465765256,0.988432141114782,0.301702366423604,0.78035601479612,0.582348494065631,0.346638727851492,0.23902938660416,0.873165785723496,0.887332319723382,0.923090332345339,0.985597039484581,0.995321216373518,0.817050427730908,0.993584872338611,0.999422392379728,0.913542292275883,0.664359860652414
"STAT3",0.0953152246839624,-0.137789390146961,-0.0368088056004854,-0.0261420860582217,0.0289106914353635,-0.0218941588972392,-0.027032748789029,-0.138411017580201,-0.0424716243891184,0.0369993347108088,0.578364716573422,0.130958686600349,0.610192325214215,0.839811335171797,0.821179894077404,0.853815873722845,0.813965852177804,0.231645628004487,0.690960669331036,0.836193701810034,0.885845518260847,0.543101140213548,0.923090332345339,0.992733734566358,0.980338618042941,0.981015986915499,0.999874676446854,0.999422392379728,0.951009965507351,0.948468206862684
"RELB",-0.0898443053191632,-0.266938897619322,-0.180483992699041,-0.054956602046449,-0.107655696644823,-0.134331906004211,-0.1210178989879,-0.121653261736449,0.136207723236771,0.077251546248072,0.542928634760145,0.123728756717744,0.243141256547744,0.757450574799264,0.566516854523128,0.379824983418627,0.483304624842491,0.255179401542634,0.510042356922828,0.743143997595516,0.873165785723496,0.540034388787457,0.835609065321038,0.985597039484581,0.964187665358425,0.840484054648286,0.976462085782201,0.999422392379728,0.925504671078065,0.91987076339606
"MAP3K5",-0.067698653427882,-0.234362135411561,-0.169955493518004,-0.150350167336177,-0.270383921913686,-0.0583947084906854,-0.0787425534927695,-0.0897211536954449,-0.141305910350954,0.0677668618958001,0.694940016870273,0.0204987500721425,0.142184642394186,0.186213907389769,0.0337619300514884,0.61028864111059,0.318760553764384,0.232109971771363,0.283870184328255,0.613753623869768,0.936514403687082,0.373245874658575,0.835609065321038,0.985597039484581,0.830837061267061,0.907128307868529,0.976462085782201,0.999422392379728,0.881106650190124,0.844409498959458
"CXCR5",0.169387705208523,-0.0955615412606418,-0.299735773821926,-0.063276045000356,-0.122130455921879,-0.00875573801465449,-0.321429710783283,-0.045974626551883,-0.0239915892323698,0.13470238248296,0.391111774633887,0.593368649335232,0.0804008243591688,0.664091781219004,0.573402817703435,0.954817507813162,0.13985945433974,0.742802612991514,0.90837685741686,0.317956583403129,0.851663772031153,0.867820815306825,0.827091246397003,0.985597039484581,0.964187665358425,0.990823453540776,0.97228035876662,0.999422392379728,0.962811425651578,0.732333120225282
"BID",-0.311140447555247,0.385577673501914,0.543928537427262,0.256123199951543,0.184915392826643,0.408667912175094,0.0289037809488842,0.392649083187036,0.363838826356986,0.677267264278253,0.382048054971119,0.329641560048423,0.117145185696177,0.466371920594039,0.613105760388355,0.195873031697769,0.959202152442671,0.33329701823674,0.295571138262695,0.158820276472387,0.851663772031153,0.705120054508029,0.831710950726774,0.985597039484581,0.966341847191821,0.773568032233672,0.999874676446854,0.999422392379728,0.899426151917665,0.592113151411835
"EP300",-0.219027297738171,0.0661658114481465,0.0832385870880485,0.0801352611804858,-0.0414595385349174,0.0440250478225468,0.0460137626523006,0.103449900853123,0.0740734927175227,0.257923390700019,0.130998893181451,0.524588870534181,0.325854487298507,0.493700695410046,0.574411026231312,0.43114091574141,0.644548803357208,0.304427958777088,0.397822845916018,0.0143394179341526,0.829332058865982,0.822685268612783,0.846025870692453,0.985597039484581,0.964187665358425,0.840484054648286,0.976462085782201,0.999422392379728,0.925504671078065,0.401058195700758
"MEF2C",-0.198754563285953,0.0732792073685735,-0.160764113082563,-0.334878484198775,-0.0352922405575388,0.0279555650945324,-0.33717273861395,-0.259998107016544,-0.511808354971026,-0.0277375732560253,0.505262350461626,0.80095255294498,0.545218692735148,0.177094953500064,0.918947102392277,0.92339888922924,0.330173030616218,0.237631364123096,0.0818081303062948,0.915596002487612,0.853667135406807,0.946732420307467,0.923090332345339,0.985597039484581,0.980338618042941,0.982413103954417,0.976462085782201,0.999422392379728,0.855921200397625,0.971248832652611
"IFI35",-0.72413070374326,-0.403860120940885,-0.123884233044371,-0.658314726110085,-0.044924719225642,0.10936609157023,-0.437404763335095,0.0956981978876551,-0.10600463270787,0.0260723915363341,0.00973059430384119,0.0104406350863119,0.676830078601542,0.0238600937683322,0.77317814916201,0.667439693590629,0.0975635903047324,0.791217580823798,0.742259977987034,0.922639506645918,0.829332058865982,0.373245874658575,0.943561144060277,0.985597039484581,0.980338618042941,0.949173031588683,0.97228035876662,0.999422392379728,0.951009965507351,0.971248832652611
"CD36",-0.559342266936621,0.149604712037512,-0.0246791355219332,-0.0862048561650719,-0.218035211118942,-0.0911921886569301,-0.486181172481455,0.116868743792121,0.149156304600849,0.513487974641699,0.309561426492998,0.768252287208964,0.934001745537204,0.778716535413127,0.591762131525858,0.791906328793782,0.154151196996585,0.809652605895637,0.679585617899238,0.228417253753693,0.840468833577567,0.939159383499512,0.976668746343485,0.985597039484581,0.964187665358425,0.971967707071112,0.976462085782201,0.999422392379728,0.951009965507351,0.664359860652414
"PSEN2",-0.519819129990593,0.108517966057521,0.176872567675436,-0.233094178561916,-0.4663675965236,0.125879750316103,-0.00099292990607897,0.329730898458942,0.19914591701225,0.382333578962215,0.131281392695885,0.737538422124287,0.451998879584139,0.513952713727729,0.252783921632674,0.73009278458147,0.997623424816356,0.140324762984853,0.559227204078972,0.310009932738729,0.829332058865982,0.926529475717209,0.855815409175294,0.985597039484581,0.933345290290352,0.961005851332818,0.999874676446854,0.999422392379728,0.925504671078065,0.726591555137173
"CXCR3",0.174055124815885,0.0129170414465668,0.0469640417830595,0.223273313769127,0.177013849281893,0.0535056709601459,-0.209406369518783,-0.172072699657808,-0.175845181465156,-0.397922879346612,0.452405827422659,0.966732597011268,0.818990834536573,0.258130827480188,0.390072485856222,0.83286586617767,0.286253864075066,0.520971055413868,0.536564279180456,0.212283510566062,0.852903534774806,0.986448742508922,0.956768998636619,0.985597039484581,0.948722476362504,0.978313756046288,0.976462085782201,0.999422392379728,0.925504671078065,0.648584024125592
"TLR1",-0.342983979928334,0.297008477411576,0.268024416688469,0.0030129679476293,-0.0799840548204649,0.270588966963755,-0.111997041666339,-0.0331956933331355,0.036485139323289,-0.253866000899743,0.232973084042576,0.0553732517660538,0.00879593549415207,0.986603118050497,0.654950157233951,0.125312306973758,0.556037804096026,0.837126692881129,0.801804791800028,0.0991095305842768,0.829332058865982,0.457275604243889,0.827091246397003,0.997247550709708,0.969910531343762,0.731227671896052,0.976462085782201,0.999422392379728,0.954291506392401,0.512177538895592
"MRC1",0.725377936085199,1.31001105785714,0.580270522189104,0.560616591832794,0.620006044880634,0.692023138260653,0.535482086328277,0.779622550569412,0.682273904629555,0.362497797908074,0.041828715008918,0.000932262438681709,0.235213999982965,0.182700374581222,0.211572637797116,0.199241419160207,0.253062241554839,0.0631359030018848,0.190603068633675,0.47620463276032,0.829332058865982,0.263830270146924,0.835609065321038,0.985597039484581,0.892386340168133,0.773568032233672,0.976462085782201,0.999422392379728,0.857159173798042,0.781279044512883
"IKBKG",-0.0139168770296184,-0.305403076602916,-0.141403985161955,0.0526174316729408,-0.0481075747832282,-0.0630810875212072,-0.0133150255699529,-0.0827169222060944,-0.157494465331448,-0.237435977653321,0.960763941723936,0.0612487198502865,0.556588359504963,0.791544495355173,0.746520840203712,0.763163234883616,0.93003080751982,0.696883590964743,0.513501079067546,0.324762567449727,0.997011108060841,0.457275604243889,0.923090332345339,0.985597039484581,0.973573261648159,0.968244741048395,0.999874676446854,0.999422392379728,0.925504671078065,0.732333120225282
"IL1R2",-0.279708795862644,0.286479677563961,0.0321591655363788,0.40594000156945,0.134712857840859,0.278686249016062,0.393023570127475,-0.0658629831533049,0.953823911722472,0.553830384854375,0.596302371832832,0.277584573113254,0.917667414593066,0.118509341380177,0.586534380377006,0.294616826263926,0.128815909337378,0.849973728235445,0.0189589368149901,0.299275458123835,0.885845518260847,0.681006310565548,0.976668746343485,0.985597039484581,0.964187665358425,0.814531529057883,0.97228035876662,0.999422392379728,0.855921200397625,0.719443794114038
"CR1",-0.467423623782566,-0.289716994838151,-0.0219914015219613,-0.0255298093600646,-0.383657601290094,-0.198422135278938,-0.312810938058135,0.322859817941026,0.678083677042441,0.691587433468379,0.231937687068823,0.494703730525061,0.91074539977103,0.932251291454591,0.254192007802082,0.465720811867583,0.328828576215241,0.298550559300377,0.0536308134189231,0.0180285036280934,0.829332058865982,0.811600902832418,0.976668746343485,0.997247550709708,0.933345290290352,0.851292660358782,0.976462085782201,0.999422392379728,0.855921200397625,0.401058195700758
"CFD",-0.74616072153884,-0.317008370580435,0.0150615263219344,-0.0772833930440896,-0.270775495941157,-0.0779724656972973,0.00897931245223914,0.322864819151784,-0.0131185457027939,0.494224506133381,0.0636766968078637,0.275769298016303,0.932161948174431,0.782556904184506,0.387300274286548,0.714021452444374,0.969722739674619,0.189101955574059,0.951183007984576,0.00628600190855346,0.829332058865982,0.681006310565548,0.976668746343485,0.985597039484581,0.948722476362504,0.954285039426762,0.999874676446854,0.999422392379728,0.97969811487952,0.367711989104922
"PTPRC",-0.214527753584996,-0.222751646878766,-0.115427162124678,-0.110822346165495,-0.104402223817501,-0.0558744609845475,-0.122104050181953,-0.0975576845916924,-0.163278189489079,-0.00125730702383405,0.117214465771978,0.282549791876311,0.364476999699016,0.433995241184822,0.26407239546852,0.652893026755348,0.469404155719741,0.557133887332392,0.213284042542353,0.994298549028061,0.829332058865982,0.681006310565548,0.850641391643154,0.985597039484581,0.933345290290352,0.944657957496635,0.976462085782201,0.999422392379728,0.86556571027551,0.994298549028061
"APOE",0.142294481336872,-0.184830972703174,-0.554753501704881,0.0110282367935743,-0.0321460687358527,-0.370899458214676,-0.155608340333357,-0.0835818939652201,-0.0625211583954398,-0.0607694396710545,0.756076080496101,0.535227821218267,0.16496378263569,0.968368386372906,0.893249348513303,0.362454981957013,0.658175944261104,0.762616717528765,0.838405018481661,0.875881398655906,0.945663493243375,0.827702040463221,0.835609065321038,0.997247550709708,0.980338618042941,0.840484054648286,0.976462085782201,0.999422392379728,0.954291506392401,0.963409817419677
"LY9",0.124204886407191,0.364812110738139,-0.0421158888985212,0.267179843826985,0.0937126433812818,-0.137497716595186,-0.0432267549683324,0.137014754361658,0.147965651723392,0.316446758717745,0.669596426638523,0.0274908862890271,0.824504013179736,0.195094084825143,0.576499948993635,0.361442176233781,0.782761519824274,0.565347989886856,0.549791745109905,0.159551187620166,0.917655151277008,0.373245874658575,0.960224838394507,0.985597039484581,0.964187665358425,0.840484054648286,0.993584872338611,0.999422392379728,0.925504671078065,0.592113151411835
