"","C1D08 log2fc","C1D15 log2fc","C1D22 log2fc","C2D01 log2fc","C2D08 log2fc","C2D15 log2fc","C3D01 log2fc","C4D01 log2fc","FUW04 log2fc","FUW12 log2fc","C1D08 p.value","C1D15 p.value","C1D22 p.value","C2D01 p.value","C2D08 p.value","C2D15 p.value","C3D01 p.value","C4D01 p.value","FUW04 p.value","FUW12 p.value","C1D08 BH.FDR","C1D15 BH.FDR","C1D22 BH.FDR","C2D01 BH.FDR","C2D08 BH.FDR","C2D15 BH.FDR","C3D01 BH.FDR","C4D01 BH.FDR","FUW04 BH.FDR","FUW12 BH.FDR"
"TNFAIP3",0.107429306039462,-0.0260218513058204,-0.172306537174972,0.0241958599390367,0.138606463021677,-0.204731230593188,-0.201592418834279,-0.104138291593394,0.400220335106529,0.344719914937355,0.500907805196985,0.862276390897119,0.307579213887077,0.865411882259669,0.532385814791163,0.255155576126993,0.214873093777545,0.656358312381854,0.138572291781006,0.231880858112675,0.853667135406807,0.960725270172775,0.835609065321038,0.997247550709708,0.964187665358425,0.780638141015558,0.976462085782201,0.999422392379728,0.855921200397625,0.664359860652414
"RORC",0.173190846823045,-0.0660470045530877,0.379390945200864,0.671213928382141,0.344384615543635,0.388690802613314,0.148056196379303,0.060991017158882,0.393447751640602,0.360009554958543,0.729371644494184,0.872902069978645,0.116056343187429,0.0940174193953401,0.296588697896476,0.397625596529051,0.75974292092954,0.900307202135323,0.318901609390384,0.419812818196296,0.938825725477138,0.965364093846796,0.831710950726774,0.985597039484581,0.936318007262182,0.840484054648286,0.991826653255284,0.999422392379728,0.91223034798254,0.76764715439974
"SYK",-0.686667664736617,-0.0930428099852063,0.103984971117103,-0.26231693870794,-0.398888831571368,-0.049251429509042,-0.23025206830194,0.108679775814257,-0.15721321738537,0.252200951263556,0.100998221166533,0.671586207094489,0.453612407690085,0.19839180705385,0.0490687039468674,0.804588963084511,0.325641489657434,0.547522533816181,0.463482549792799,0.209488924080268,0.829332058865982,0.907722617796247,0.855815409175294,0.985597039484581,0.842910902636484,0.971967707071112,0.976462085782201,0.999422392379728,0.925504671078065,0.648584024125592
"ICOSLG",-0.0718181199832529,0.372905819544167,0.20065020225441,0.247098952426383,-0.151462420392125,0.300706557921958,0.0559701328781569,0.169629089832464,-0.0788687621965762,0.137864595962239,0.77907176279807,0.000347221237218362,0.167724640641638,0.00418451806108169,0.257616512037763,0.00330881638458604,0.624007453720999,0.163836101211962,0.552855051697866,0.218450891629363,0.949179254211048,0.196527220265593,0.835609065321038,0.985597039484581,0.933345290290352,0.435129141580915,0.976462085782201,0.999422392379728,0.925504671078065,0.648584024125592
"CD14",-1.01784870267499,-0.344664903595763,0.37613834929711,-0.0463052716077024,-0.287571279372121,0.285669154641604,0.0878148452395872,0.0894621586966306,-0.478205171067725,-0.062743571463626,0.0700934792386275,0.16754528652141,0.0199443669721053,0.837552305741769,0.264957991520242,0.143967515799947,0.67758262530549,0.684832746555887,0.0697213292122587,0.526014977205285,0.829332058865982,0.573839340980551,0.827091246397003,0.992733734566358,0.933345290290352,0.76166317409536,0.976462085782201,0.999422392379728,0.855921200397625,0.798188946643945
"HCK",-0.907009696699144,-0.0543464275687353,0.00990781296575947,-0.212539505720469,-0.360826773434483,0.212712377824259,0.00979283601366559,0.0879577426843658,-0.130073527102458,0.34217964816621,0.0518165568106264,0.829334635241141,0.967992643718518,0.462910003065127,0.0443302536027732,0.254939385188083,0.972981574952443,0.740226657940471,0.630996543773522,0.30494266281429,0.829332058865982,0.958119260800199,0.981870674452833,0.985597039484581,0.842910902636484,0.780638141015558,0.999874676446854,0.999422392379728,0.951009965507351,0.726591555137173
"CCR7",0.0952096099651882,-0.265453420609518,-0.268009069950811,-0.0271957313829742,0.223755693775826,0.0472214600333094,-0.102651442099957,-0.271528016836141,-0.267512014729734,-0.508483488115611,0.741440104749613,0.259450090426516,0.300733822002835,0.919257457059612,0.313920444253813,0.867936012034267,0.686699785574472,0.299050115936174,0.35368565173123,0.0898861255118786,0.938825725477138,0.681006310565548,0.835609065321038,0.997247550709708,0.936318007262182,0.982413103954417,0.976462085782201,0.999422392379728,0.913542292275883,0.512177538895592
"PIK3CD",-0.0746035595952147,-0.114306776172162,-0.00875179132897206,-0.0798857711426934,-0.102615580792517,-0.129785671396117,-0.0692845547151154,-0.0361490581586759,-0.17669092266294,-0.0774324914029843,0.555518469339115,0.300217020619244,0.922607833751285,0.404394236366091,0.272944066667792,0.245949196273282,0.509607743671816,0.673081072182541,0.123238341428213,0.511729130578843,0.873165785723496,0.692051170398408,0.976668746343485,0.985597039484581,0.933345290290352,0.780638141015558,0.976462085782201,0.999422392379728,0.855921200397625,0.791108145691804
"CEBPB",-0.485372975796511,0.473350229997297,0.402556863933227,0.13873213729235,0.0944153709143405,0.395211093751645,0.0471976186586376,0.293324877182228,0.364670212859772,0.550668627877629,0.164928731420788,0.0940578505209729,0.0247721252733235,0.512939537257851,0.700808432879039,0.0377013457555063,0.836736748735287,0.157482102841883,0.0721540269676075,0.00242465522664409,0.829332058865982,0.500110512657439,0.827091246397003,0.985597039484581,0.972361442827061,0.663003192584927,0.999874676446854,0.999422392379728,0.855921200397625,0.367711989104922
"CSF3R",-0.614973436443949,0.116480524861257,0.0550216720285035,-0.00129785390071291,-0.17130027188774,0.104679505336265,0.0724675143203034,0.192412667190364,0.460803785118924,0.627429351603424,0.283552640970121,0.544369530235267,0.764536649160259,0.994184850442343,0.330149168691172,0.251339219200248,0.66539582051275,0.357887870492171,0.108879437706643,0.053239605097881,0.829332058865982,0.837264005742286,0.945518334296455,0.999604163867087,0.936677785878165,0.780638141015558,0.976462085782201,0.999422392379728,0.855921200397625,0.490774208994829
"TAP1",0.342739100826472,-0.149892239308192,0.0562135151992062,-0.0343755254064016,0.0647258649081641,0.0473360394546875,0.0851041254373742,-0.0771789838347512,0.148353609689044,0.131872646430938,0.104431719310859,0.516832840561337,0.718075808197104,0.842152913686818,0.654606542996105,0.765673520434136,0.599648173872655,0.728801731148772,0.549930489153664,0.61374224411848,0.829332058865982,0.822685268612783,0.945518334296455,0.992733734566358,0.969910531343762,0.968244741048395,0.976462085782201,0.999422392379728,0.925504671078065,0.844409498959458
"CASP8",0.0644217091791907,-0.100340782295595,0.0460114127951871,0.0180991914024305,0.0150089769350863,-0.0401023236821615,0.078179553056742,0.0251227021563547,-0.0527256414248976,-0.0928793438840222,0.656165360283758,0.277707607720608,0.64490056298789,0.844470332684588,0.789244139928326,0.609005961021885,0.382122611525306,0.784755743678877,0.50080545914056,0.455521520215008,0.916002588965208,0.681006310565548,0.924858377804435,0.992733734566358,0.980338618042941,0.907128307868529,0.976462085782201,0.999422392379728,0.925504671078065,0.776436147375604
"TNFRSF1A",-0.506891429384024,0.19830916050499,0.302593365211488,0.144497434201333,-0.0897421543777801,0.37248706277229,0.161323526517714,-0.0357093555310067,-0.169103655795441,-0.263838521866044,0.197767018046006,0.213792032085232,0.056887472492767,0.417631830115224,0.67793390538176,0.0465073398196705,0.449506511473734,0.893544916731618,0.516704289978969,0.242088738075714,0.829332058865982,0.636875211369692,0.827091246397003,0.985597039484581,0.969944070614028,0.663003192584927,0.976462085782201,0.999422392379728,0.925504671078065,0.664759678623696
"HLA-DRA",-0.6567725407642,0.0616136333967471,0.407257148931539,-0.0676659381924177,-0.22075617419356,0.167012304256008,-0.0203769020277451,0.17541817857357,-0.0670947753489861,0.579885026444738,0.154762115306858,0.861698086580349,0.0802848179138983,0.649234518823318,0.323782491200032,0.471953631608783,0.94234760370541,0.33327648913157,0.830042913143054,0.0669659991143693,0.829332058865982,0.960725270172775,0.827091246397003,0.985597039484581,0.936677785878165,0.853436918500228,0.999874676446854,0.999422392379728,0.954291506392401,0.510897507238034
"IL16",0.11163226759765,-0.000148578966348577,-0.129912100548902,0.0831369626018826,0.0484820156869678,0.05181153920156,-0.184842875732573,-0.0216490979704234,-0.136820799040586,-0.256229724223664,0.455861555942215,0.998633326962222,0.061136917072834,0.281168540962118,0.577207746714356,0.562052320731355,0.0811067377491728,0.85809266620881,0.266491719916916,0.0279365633883767,0.852903534774806,0.998633326962222,0.827091246397003,0.985597039484581,0.964187665358425,0.895764777862619,0.97228035876662,0.999422392379728,0.86556571027551,0.439224857717255
"IL6ST",0.0661167011881696,0.0078366566051151,-0.00322306759188711,0.00196188779672202,-0.00101193455264845,-0.164318730347114,-0.111659275024045,-0.0624705902316317,0.137230780297643,0.358890204177682,0.824078393143204,0.960501968260286,0.98469475944655,0.991116644865215,0.995718531263271,0.33434554100515,0.513555611712772,0.753179134121099,0.532840834013154,0.0958330296601718,0.961707980451657,0.983081580534036,0.991155649151435,0.999604163867087,0.997247910234321,0.840484054648286,0.976462085782201,0.999422392379728,0.925504671078065,0.512177538895592
"GTF3C1",-0.0972826799594746,0.0423509730523914,-0.0806824786707249,0.0252233390451765,0.0559344072212273,-0.0984693576329666,-0.177383936416138,0.100208981815108,-0.0344797674461873,-0.0762925921287615,0.37233518897327,0.6847780585346,0.35517792451415,0.77605453537266,0.669834308751582,0.261680338321038,0.202637201639694,0.184982965280392,0.756771283637673,0.577842066265538,0.851663772031153,0.907722617796247,0.850641391643154,0.985597039484581,0.969910531343762,0.781768047591363,0.976462085782201,0.999422392379728,0.951009965507351,0.827401272231256
"CD164",-0.176012442261024,0.418970025202778,0.228443432875796,0.142812972145881,0.227991083939311,0.173276088964591,-0.130055270192918,0.263027334203179,0.333493134095605,0.602597165635317,0.706519730586036,0.118725457185572,0.446740457854974,0.609050132700061,0.295699466852899,0.562682263213471,0.706115688704834,0.279287282105327,0.419818825330963,0.0774906637586047,0.938825725477138,0.540034388787457,0.855815409175294,0.985597039484581,0.936318007262182,0.895764777862619,0.976462085782201,0.999422392379728,0.925504671078065,0.512177538895592
"ICAM3",-0.500228256786183,-0.0275538265854893,0.0101882944137675,-0.0413481813241672,-0.312740642356263,-0.0350845419855272,-0.16482114376669,0.102418656884454,0.164143317058682,0.385360992854386,0.0214568404735414,0.864883638335542,0.918842491545171,0.760374911189167,0.0319139119430376,0.803104001823439,0.337033553115912,0.532188658827336,0.378646806799735,0.0217998744917295,0.829332058865982,0.961737012373118,0.976668746343485,0.985597039484581,0.830837061267061,0.971967707071112,0.976462085782201,0.999422392379728,0.925504671078065,0.401058195700758
"SH2D1A",0.257121614467933,0.00475830569974356,0.0213573931476477,0.154928088428498,0.282992718378331,0.0483167297208268,0.161654145022438,-0.165909965787773,-0.189743545479289,-0.339501418620186,0.25519258580489,0.973881044145578,0.871303578406486,0.269693032309261,0.0221578345903177,0.636831183263764,0.220830422801048,0.367584843767665,0.260252690377923,0.0859300085702836,0.829332058865982,0.990442293184812,0.972324260805229,0.985597039484581,0.830837061267061,0.936224544746209,0.976462085782201,0.999422392379728,0.86556571027551,0.512177538895592
"CARD9",-0.345737338024411,-0.350338566168619,0.0123335798825783,0.0562554785636485,-0.427296281443805,0.0630042677948412,-0.640559460493862,0.371234648386827,0.379123330216132,0.397914010046173,0.351948452657784,0.458632975902664,0.964557372155235,0.878021934566833,0.161453924816524,0.846383698927516,0.117128247050751,0.391769033571134,0.150493524790687,0.119379184804758,0.851663772031153,0.794132466181368,0.980142679784314,0.997247550709708,0.872198138865918,0.979658841703424,0.97228035876662,0.999422392379728,0.855921200397625,0.54490821451204
"CMA1",0.152436047951457,0.719179709347341,0.447626114217846,0.843562618130146,0.843947080618869,0.968687920426947,0.253161714957161,0.28831281623276,0.900077948330167,0.152853027055298,0.714826050028373,0.0845991987691258,0.450984204681739,0.0583290695121945,0.0357731349591859,0.00407673374976161,0.55698491911314,0.429244018486053,0.086381795675199,0.760352849589636,0.938825725477138,0.500110512657439,0.855815409175294,0.985597039484581,0.842910902636484,0.435129141580915,0.976462085782201,0.999422392379728,0.855921200397625,0.927499381180461
"SLAMF1",-0.250853142051808,-0.142173329155889,-0.252327018539049,-0.275674288107745,-0.162998961598867,-0.0255176817950312,-0.083331555911952,0.130214089314624,0.404557665273914,0.586442621299706,0.530719165176644,0.583437381903814,0.421251369995543,0.355741211743271,0.474778409834238,0.907617894918332,0.734431537714432,0.667240350162783,0.111612253981733,0.0819921478743521,0.873165785723496,0.860544925755745,0.855815409175294,0.985597039484581,0.964187665358425,0.982413103954417,0.987383017449806,0.999422392379728,0.855921200397625,0.512177538895592
"TNFRSF13B",0.18852588575488,-0.149163150940244,0.136937817515533,0.193790663635847,0.168654210873707,0.521198271309301,0.0893082684490171,0.283530665633042,0.65793880509171,0.624331928956356,0.661854066849815,0.705255382337652,0.776693353947608,0.655239263953883,0.702597825874168,0.295716223626627,0.798624442653498,0.455274954866902,0.107216802060744,0.186129882591038,0.917655151277008,0.913442897947622,0.945518334296455,0.985597039484581,0.972361442827061,0.814531529057883,0.999874676446854,0.999422392379728,0.855921200397625,0.648476248429588
"ITK",0.135131899632648,-0.0633695974972278,0.131602789971642,0.077354333106009,0.36705208386362,0.175006565981629,0.154623634700522,-0.246398134117308,-0.355219730743005,-0.277180183530675,0.632366852399274,0.822022558176346,0.535986769678457,0.758579408061822,0.106684037764259,0.419459270561383,0.639861819639127,0.439870902985516,0.0735225479180241,0.444987138835125,0.89769059230341,0.958119260800199,0.923090332345339,0.985597039484581,0.871115186263522,0.840484054648286,0.976462085782201,0.999422392379728,0.855921200397625,0.772913636152187
"PPARG",0.0794124925506204,0.476702860125983,0.430105986321173,0.414257030546782,0.591368124686124,0.744518319380633,0.696163007660286,-0.0867958779777114,-0.375660947427342,-1.01080427251312,0.880245612092758,0.395413786103634,0.469076222438156,0.450430200657849,0.32113120309775,0.131036128842755,0.302659302143458,0.912479613816884,0.57798065215994,0.218868460438142,0.995863139971032,0.752334292457132,0.864811537133538,0.985597039484581,0.936677785878165,0.737173980944166,0.976462085782201,0.999422392379728,0.940959119341059,0.648584024125592
"SERPING1",-0.080227938465992,0.362602374141728,0.355883578328899,-0.131736920885489,0.291994744133547,0.163866917574872,-0.191859809319799,0.0499616543510693,0.667996040834223,0.677642308518559,0.864585978639259,0.32966261066045,0.379726208542968,0.785437328877378,0.427271566069988,0.662843010006538,0.397948183429963,0.836675847971215,0.0773724785083875,0.055118554432169,0.990598509938909,0.705120054508029,0.850641391643154,0.985597039484581,0.964187665358425,0.945010437440052,0.976462085782201,0.999422392379728,0.855921200397625,0.490774208994829
"CD58",-0.307145893507006,0.441184944095156,0.24315023578294,0.14025862734522,0.0769955941947719,0.333142817059992,0.0622225018047249,-0.0339591316166702,-0.143247666860568,-0.0477253763719441,0.281296172138276,0.0814842291026466,0.117956486540605,0.563398876365746,0.723621106871648,0.106110647348029,0.803390740161398,0.87694340583909,0.572988573592504,0.848228639299781,0.829332058865982,0.500110512657439,0.831710950726774,0.985597039484581,0.973051192733901,0.728961031233773,0.999874676446854,0.999422392379728,0.940843530801828,0.948809110362996
"YTHDF2",0.0178048676840893,0.294802327857222,0.287898498399057,0.0983232713121594,0.0869515709403111,-0.0430167607678068,0.0145169246851138,0.165302568869667,0.121438540452471,0.416740281845144,0.970793174855784,0.328408064237986,0.384330366919276,0.762183542509509,0.668238863667136,0.87947316422991,0.964751488880265,0.517834740919242,0.759655048753895,0.291493874793469,0.997011108060841,0.705120054508029,0.850641391643154,0.985597039484581,0.969910531343762,0.982413103954417,0.999874676446854,0.999422392379728,0.951009965507351,0.714223087156291
"NFKB1",-0.195336721121383,0.230528858639269,0.16311510102376,0.146950904670511,0.176906983150927,0.0936911237083024,-0.0599353926465048,0.0544662087766116,0.365469512857148,0.590145424195471,0.608964046581411,0.376549944868089,0.41401845967327,0.529516140323369,0.346406209376144,0.688622513777548,0.824876124948999,0.856491301625026,0.15443945961258,0.143293412255714,0.888334150425461,0.73027724237332,0.855815409175294,0.985597039484581,0.947178330951197,0.954285039426762,0.999874676446854,0.999422392379728,0.855921200397625,0.57693161812616
"TFEB",-0.429943089571929,-0.131425448363357,-0.121485290804769,-0.104590940184186,-0.167844494416595,0.121327812964123,-0.177625739835938,-0.265197638527394,-0.280854884626143,-0.236649598979832,0.0864023838444198,0.496271086419443,0.603792521274064,0.547750317845121,0.359009153430518,0.374328408744517,0.414390086276736,0.190329919153428,0.0673071112570654,0.198757972858852,0.829332058865982,0.811819176050302,0.923090332345339,0.985597039484581,0.948722476362504,0.840484054648286,0.976462085782201,0.999422392379728,0.855921200397625,0.648584024125592
"CASP3",-0.198111055468431,0.0955555029902015,-0.0847329819454501,-0.0514880921195393,-0.0245179348098489,0.0558482732005563,-0.102197432508373,-0.0950089817982459,-0.118081003032719,-0.126370744403422,0.106755841761715,0.307888335368928,0.268278049810415,0.36474434154482,0.821349625168474,0.561137275401317,0.301653021518702,0.498932486086387,0.500950861714481,0.391908560930035,0.829332058865982,0.699858625778366,0.835609065321038,0.985597039484581,0.980338618042941,0.895764777862619,0.976462085782201,0.999422392379728,0.925504671078065,0.762418726513121
"BCL6",-0.042743449177835,-0.0963484340309149,0.128103437882715,0.0472443866926972,-0.0908329241520435,0.0522788566010383,-0.0245522222117664,0.0956449173457398,0.281791487933177,0.258471663839629,0.813063908531061,0.526169730102169,0.41264113843039,0.774228727291752,0.501396105250136,0.58451136358807,0.803777739745051,0.242310302294788,0.154604805030124,0.20247645570675,0.961707980451657,0.822685268612783,0.855815409175294,0.985597039484581,0.964187665358425,0.895764777862619,0.999874676446854,0.999422392379728,0.855921200397625,0.648584024125592
"TNFRSF10C",-0.17355361653085,0.128176475912021,0.486668444631425,0.370829142496471,0.473021178699664,0.500998862626906,0.4117539899022,0.529980890691791,1.43273863545338,1.19962911799196,0.617102181778925,0.782739872970979,0.0663442220704102,0.341929319337465,0.222240347933478,0.0696975495804838,0.238176162870257,0.213355078860385,0.00313544363204331,0.0100300144387252,0.892734152685166,0.945990451726443,0.827091246397003,0.985597039484581,0.912323752639247,0.695522806803148,0.976462085782201,0.999422392379728,0.855921200397625,0.367711989104922
"CD6",0.203982682086445,-0.229993227770745,-0.0578192980090928,0.0547502234635195,0.212663877263315,0.0164750031908503,-0.0813964610572758,-0.161378081043029,-0.306444314857806,-0.299875122545401,0.439322181864603,0.353450046101224,0.549884266661636,0.71765925676814,0.149517502818652,0.852834736121338,0.608680085414103,0.415445319564578,0.0648132233142509,0.144386169116835,0.851663772031153,0.719822489037149,0.923090332345339,0.985597039484581,0.872198138865918,0.981015986915499,0.976462085782201,0.999422392379728,0.855921200397625,0.57693161812616
"KLRK1",-0.158703843554607,0.143013309266605,-0.165396036747622,-0.120845476639422,0.258721297798731,0.00361352886887569,-0.177027891601672,-0.112713955674168,-0.0859937311113954,-0.264039459838476,0.356484995618371,0.36651673636187,0.254326374134759,0.337427887312444,0.0205622792534529,0.972862656897726,0.200630132341947,0.362606156835007,0.670688985843075,0.0305478443683442,0.851663772031153,0.725344310422442,0.835609065321038,0.985597039484581,0.830837061267061,0.991595076299428,0.976462085782201,0.999422392379728,0.951009965507351,0.444579275900566
"IRAK2",-0.378842750905381,0.73880964953674,0.201793421249453,0.138729498675756,0.158191699608824,0.276602817532395,0.242737400922817,-0.00441781760922297,0.000333376861573824,0.328760049186647,0.446897774369704,0.0381451455735568,0.386651950102753,0.651504905947907,0.482752200923046,0.449219443502607,0.610979772090303,0.99416427698306,0.999371735547498,0.638168258139161,0.851663772031153,0.423336321463395,0.850641391643154,0.985597039484581,0.964187665358425,0.842005457986079,0.976462085782201,0.999422392379728,0.999371735547498,0.856655065974554
"TLR7",-0.582427278795267,-0.845682600208417,-0.404258537973235,-0.279117130870124,-0.585565838346632,-0.514517672633514,-0.514411868509337,0.248389176698351,-0.256230515255023,0.420305182424955,0.107455108332068,0.0284674150196573,0.235923919913896,0.50095268823499,0.137393557679167,0.0846507885994468,0.0898157864397831,0.252548249293788,0.63312556346168,0.390234418443804,0.829332058865982,0.373245874658575,0.835609065321038,0.985597039484581,0.872198138865918,0.728961031233773,0.97228035876662,0.999422392379728,0.951009965507351,0.762418726513121
"CD160",0.296493878283248,0.066583314914876,0.165226674425646,-0.199490339414014,0.129074422821592,-0.0369642307247156,0.342227244022306,0.255801684366318,0.28765048120083,0.0990081878536294,0.383688900791358,0.844891412657217,0.626742794255135,0.546861103625443,0.754044597915439,0.930608995541962,0.318763671864228,0.423619443737474,0.463117527524123,0.698575953194273,0.851663772031153,0.960258111574267,0.923090332345339,0.985597039484581,0.976634422014046,0.982695319919311,0.976462085782201,0.999422392379728,0.925504671078065,0.887846898204217
"IRF1",-0.000427062767685804,0.0139464591935693,-0.0650761468130549,0.0245377215975987,-0.0427691648253571,-0.0293097349974923,-0.073979569294668,0.0342563816060175,0.249968495114041,0.263550687036664,0.997897681994046,0.929951010416071,0.703188075042294,0.872174604409626,0.740827054063812,0.810545508370256,0.671270912387241,0.827272809451261,0.427940402811735,0.298243160036206,0.999663872581646,0.97112965294372,0.944505771782568,0.997247550709708,0.973051192733901,0.971967707071112,0.976462085782201,0.999422392379728,0.925504671078065,0.719443794114038
"NFKBIA",-0.111234145287422,-0.120878735115004,-0.207760473489958,-0.0976516448919412,0.0892776158097627,-0.209692205690577,-0.188032375305798,-0.16239702013929,0.278033447705596,0.670003168421619,0.655121875608287,0.400847661037274,0.282149831411218,0.651547872136505,0.602149404415222,0.105254825529925,0.302294473691601,0.6063286327504,0.468296173288883,0.0972734017277798,0.916002588965208,0.755330546017557,0.835609065321038,0.985597039484581,0.964187665358425,0.728961031233773,0.976462085782201,0.999422392379728,0.925504671078065,0.512177538895592
"CLEC4C",-0.569084700360931,-0.0467383292612694,-0.343245689027438,-0.195584109299706,-0.269549085119582,0.0832318700190979,-0.426856400294449,0.220669414729969,0.125174916959292,1.08195958726482,0.133749084439532,0.917865424908875,0.287710437289439,0.730761254055144,0.58462564727292,0.86776501293821,0.265266429561775,0.650504634295594,0.664179247680182,0.0156393288148898,0.829332058865982,0.969696649124639,0.835609065321038,0.985597039484581,0.964187665358425,0.982413103954417,0.976462085782201,0.999422392379728,0.951009965507351,0.401058195700758
"ATG16L1",-0.217613299622848,-0.155406865075381,-0.195585686188561,-0.068261167226303,-0.0584628522322887,-0.204567359815802,-0.261556036576544,-0.0645072217248571,0.0791758281028598,0.197645156329621,0.37471225806281,0.31006939083594,0.264111512982589,0.677166430600431,0.70183772780504,0.182679094065711,0.147447838650914,0.70949545497193,0.68082908992028,0.294230934279577,0.851663772031153,0.701997100852569,0.835609065321038,0.985597039484581,0.972361442827061,0.773568032233672,0.97228035876662,0.999422392379728,0.951009965507351,0.717822020699312
"TNFRSF9",-0.260863224032112,0.0945684144557972,-0.0737553113973027,-0.0734198188498814,0.190213532688804,-0.298813265051218,-0.175174674272578,0.117891428378719,0.229452217002382,-0.0266107146496939,0.552498299008228,0.70477774536474,0.737877114435227,0.805898244382733,0.362002186293251,0.312488661383071,0.626787522597823,0.698977114546753,0.320311420247588,0.954387318549393,0.873165785723496,0.913442897947622,0.945518334296455,0.985597039484581,0.948722476362504,0.831084532616379,0.976462085782201,0.999422392379728,0.91223034798254,0.975059968048658
"XCL2",0.0282470893795977,0.377046872235391,-0.0592019109444423,0.284457606801217,0.389037670505069,0.0338595787201245,-0.0245179647272447,0.296869998028756,0.154996741638405,0.52698737737395,0.962928897651914,0.38832072249841,0.892139758700595,0.541265133918574,0.363952492644357,0.944014383910814,0.961306042695238,0.615033248537516,0.810605754833471,0.389488525341252,0.997011108060841,0.742532192344933,0.972324260805229,0.985597039484581,0.948722476362504,0.990430294614244,0.999874676446854,0.999422392379728,0.954291506392401,0.762418726513121
"NEFL",0.463001678763795,0.3815322279558,0.0202453810997286,0.498377949379679,0.285277985991563,0.400875892481468,0.294118591859257,0.587844667708119,0.364051228439743,0.890818758668644,0.421188601986897,0.48468222130877,0.957075204775755,0.264863086617697,0.519004150469023,0.282514494577878,0.548566278485813,0.139644086880324,0.495556249921584,0.074500648788227,0.851663772031153,0.807007215605778,0.976668746343485,0.985597039484581,0.964187665358425,0.807661695661787,0.976462085782201,0.999422392379728,0.925504671078065,0.512177538895592
"PSEN1",-0.487275954752169,0.43423290968155,0.367545201157093,0.0844742733306672,0.168438651140511,0.244018020183156,0.302150914365811,0.172396915861052,-0.108834083813832,0.219566112285681,0.110035799991557,0.0646753818311753,0.0126251277430364,0.69023729661338,0.335331043968228,0.216510343536522,0.311485708513771,0.428716575154604,0.680738710842247,0.366716072766676,0.829332058865982,0.457578326455565,0.827091246397003,0.985597039484581,0.936677785878165,0.773568032233672,0.976462085782201,0.999422392379728,0.951009965507351,0.756906731024548
"CD163",-0.89278725986134,0.0345375429886513,-0.062290782869611,-0.114883865690065,0.229117746427475,0.0257118727102537,-0.0738565037069237,-0.228529954673139,-0.0907262080046041,0.144944879942065,0.0981514086541764,0.949978122699084,0.786535950246853,0.730905364006994,0.563062330026789,0.941750246618748,0.873171806791226,0.605369719881885,0.833629570761215,0.724142453729615,0.829332058865982,0.980570621520497,0.949209696886393,0.985597039484581,0.964187665358425,0.990430294614244,0.999874676446854,0.999422392379728,0.954291506392401,0.905794699229527
"HLA-DQB1",-0.0500007068690747,-0.11040621371162,0.149828748614606,0.0890316291057859,0.121588707443584,0.721317796083037,0.373652892214784,0.466559166307616,1.50645411623712,0.423790717884212,0.899330730283397,0.718770464147788,0.180532537478003,0.665509002563538,0.595199645337115,0.019733969053651,0.263286126731467,0.111506549691082,0.164307617180395,0.113370239540696,0.995863139971032,0.922170348873378,0.835609065321038,0.985597039484581,0.964187665358425,0.663003192584927,0.976462085782201,0.999422392379728,0.855921200397625,0.534729629833618
"KIR_Activating_Subgroup_2",0.174110906325548,0.118154630969041,0.0949071750438966,0.0910376886951916,0.466857656704586,0.191924876264069,-0.155773272465652,-0.305769181882927,0.364697538504202,0.155913613878943,0.585527176088958,0.740580221284715,0.711419674638996,0.777698453250787,0.0934373333978628,0.585105482628488,0.641764878292242,0.317922406164705,0.216833116966422,0.630001120322389,0.885845518260847,0.926529475717209,0.945518334296455,0.985597039484581,0.871115186263522,0.895764777862619,0.976462085782201,0.999422392379728,0.86556571027551,0.856655065974554
"IL32",-0.129227670002144,-0.396413364989849,-0.201313254285591,-0.314014139771538,-0.142177969475585,-0.376855706919242,-0.474332463694678,-0.188882181692871,-0.0943167048601356,0.173312189632699,0.757356661360496,0.199616416181388,0.309094725711995,0.119949634097233,0.66213366364417,0.254396898800495,0.0628808705467096,0.529481747242918,0.799419795525865,0.601268364931313,0.945663493243375,0.626687919388298,0.835609065321038,0.985597039484581,0.969910531343762,0.780638141015558,0.97228035876662,0.999422392379728,0.954291506392401,0.837932783380164
"KIR_Inhibiting_Subgroup_1",0.144193062637285,0.116885079395898,-0.252924202674109,-0.317163510612421,0.299909475166779,-0.244781341849908,-0.647256005341238,-0.479659758752829,-0.399874367025452,-0.402427568359177,0.577310908165057,0.56512921750146,0.319676355836601,0.0237156777676107,0.13341630052359,0.209238956477665,0.0318107130143216,0.02647578133849,0.372355101024946,0.0457277381948917,0.885845518260847,0.848938480072526,0.835609065321038,0.985597039484581,0.872198138865918,0.773568032233672,0.97228035876662,0.999422392379728,0.923506163112841,0.463363752130165
"CD44",0.0269945617455424,-0.319431706703556,-0.0727612528490556,-0.0521215464206643,-0.138022056686842,-0.041604676757811,-0.051064390817162,-0.172582532067871,-0.110464703727086,-0.0405455967248173,0.909180202746915,0.0691024531666671,0.723983238030094,0.806859021112673,0.393529022229523,0.797127774493757,0.772104146224092,0.244778706411166,0.637148667967501,0.858043803976299,0.995863139971032,0.465618910623019,0.945518334296455,0.985597039484581,0.948722476362504,0.971967707071112,0.993584872338611,0.999422392379728,0.951009965507351,0.956009435138947
